party,vote_id,procedure_type,timestamp,num_for,num_against,num_abstention,num_no_votes,total_votes,majority_col,majority_votes,percent_dissent,year,month,weekday,weekofyear
ECR,135091,RSO,2021-07-08 15:53:14.480,62,0,0,1,62,FOR,62,0.0,2021,7,3,27
EPP,135091,RSO,2021-07-08 15:53:14.480,173,0,0,5,173,FOR,173,0.0,2021,7,3,27
GUE/NGL,135091,RSO,2021-07-08 15:53:14.480,39,0,0,0,39,FOR,39,0.0,2021,7,3,27
Greens/EFA,135091,RSO,2021-07-08 15:53:14.480,71,0,0,2,71,FOR,71,0.0,2021,7,3,27
ID,135091,RSO,2021-07-08 15:53:14.480,67,3,0,1,70,FOR,67,0.0428571428571428,2021,7,3,27
Renew,135091,RSO,2021-07-08 15:53:14.480,98,0,0,0,98,FOR,98,0.0,2021,7,3,27
S&D,135091,RSO,2021-07-08 15:53:14.480,140,0,0,6,140,FOR,140,0.0,2021,7,3,27
ECR,135092,RSP,2021-07-08 15:53:14.480,1,0,0,0,1,FOR,1,0.0,2021,7,3,27
EPP,135092,RSP,2021-07-08 15:53:14.480,9,0,0,0,9,FOR,9,0.0,2021,7,3,27
GUE/NGL,135092,RSP,2021-07-08 15:53:14.480,1,0,0,0,1,FOR,1,0.0,2021,7,3,27
Greens/EFA,135092,RSP,2021-07-08 15:53:14.480,3,0,0,0,3,FOR,3,0.0,2021,7,3,27
ID,135092,RSP,2021-07-08 15:53:14.480,3,0,0,1,3,FOR,3,0.0,2021,7,3,27
Renew,135092,RSP,2021-07-08 15:53:14.480,4,0,0,0,4,FOR,4,0.0,2021,7,3,27
S&D,135092,RSP,2021-07-08 15:53:14.480,8,0,0,0,8,FOR,8,0.0,2021,7,3,27
ECR,135148,COD,2021-09-13 21:08:45.000,38,23,1,1,62,FOR,38,0.3870967741935484,2021,9,0,37
EPP,135148,COD,2021-09-13 21:08:45.000,176,0,0,3,176,FOR,176,0.0,2021,9,0,37
GUE/NGL,135148,COD,2021-09-13 21:08:45.000,25,7,6,1,38,FOR,25,0.3421052631578947,2021,9,0,37
Greens/EFA,135148,COD,2021-09-13 21:08:45.000,67,3,0,3,70,FOR,67,0.0428571428571428,2021,9,0,37
ID,135148,COD,2021-09-13 21:08:45.000,69,1,0,1,70,FOR,69,0.0142857142857142,2021,9,0,37
Renew,135148,COD,2021-09-13 21:08:45.000,97,0,0,1,97,FOR,97,0.0,2021,9,0,37
S&D,135148,COD,2021-09-13 21:08:45.000,141,0,0,5,141,FOR,141,0.0,2021,9,0,37
ECR,135150,COD,2021-09-15 15:22:30.000,59,4,0,0,63,FOR,59,0.0634920634920634,2021,9,2,37
EPP,135150,COD,2021-09-15 15:22:30.000,164,13,0,2,177,FOR,164,0.0734463276836158,2021,9,2,37
GUE/NGL,135150,COD,2021-09-15 15:22:30.000,37,0,0,2,37,FOR,37,0.0,2021,9,2,37
Greens/EFA,135150,COD,2021-09-15 15:22:30.000,70,0,0,3,70,FOR,70,0.0,2021,9,2,37
ID,135150,COD,2021-09-15 15:22:30.000,56,5,10,0,71,FOR,56,0.2112676056338028,2021,9,2,37
Renew,135150,COD,2021-09-15 15:22:30.000,92,6,0,0,98,FOR,92,0.0612244897959183,2021,9,2,37
S&D,135150,COD,2021-09-15 15:22:30.000,143,0,0,3,143,FOR,143,0.0,2021,9,2,37
ECR,135154,COD,2021-09-15 15:22:30.000,35,11,17,0,63,FOR,35,0.4444444444444444,2021,9,2,37
EPP,135154,COD,2021-09-15 15:22:30.000,175,2,0,2,177,FOR,175,0.0112994350282485,2021,9,2,37
GUE/NGL,135154,COD,2021-09-15 15:22:30.000,32,2,3,2,37,FOR,32,0.1351351351351351,2021,9,2,37
Greens/EFA,135154,COD,2021-09-15 15:22:30.000,70,0,0,3,70,FOR,70,0.0,2021,9,2,37
ID,135154,COD,2021-09-15 15:22:30.000,0,71,0,0,71,AGAINST,71,0.0,2021,9,2,37
Renew,135154,COD,2021-09-15 15:22:30.000,93,0,5,0,98,FOR,93,0.0510204081632652,2021,9,2,37
S&D,135154,COD,2021-09-15 15:22:30.000,136,0,4,6,140,FOR,136,0.0285714285714285,2021,9,2,37
ECR,135497,COD,2021-09-15 15:22:30.000,63,0,0,0,63,FOR,63,0.0,2021,9,2,37
EPP,135497,COD,2021-09-15 15:22:30.000,177,0,0,2,177,FOR,177,0.0,2021,9,2,37
GUE/NGL,135497,COD,2021-09-15 15:22:30.000,37,0,0,2,37,FOR,37,0.0,2021,9,2,37
Greens/EFA,135497,COD,2021-09-15 15:22:30.000,70,0,0,3,70,FOR,70,0.0,2021,9,2,37
ID,135497,COD,2021-09-15 15:22:30.000,67,2,2,0,71,FOR,67,0.0563380281690141,2021,9,2,37
Renew,135497,COD,2021-09-15 15:22:30.000,98,0,0,0,98,FOR,98,0.0,2021,9,2,37
S&D,135497,COD,2021-09-15 15:22:30.000,143,0,0,3,143,FOR,143,0.0,2021,9,2,37
ECR,135560,DEA,2021-09-15 22:38:59.000,0,62,0,1,62,AGAINST,62,0.0,2021,9,2,37
EPP,135560,DEA,2021-09-15 22:38:59.000,6,165,4,4,175,AGAINST,165,0.0571428571428571,2021,9,2,37
GUE/NGL,135560,DEA,2021-09-15 22:38:59.000,32,4,0,3,36,FOR,32,0.1111111111111111,2021,9,2,37
Greens/EFA,135560,DEA,2021-09-15 22:38:59.000,69,0,0,4,69,FOR,69,0.0,2021,9,2,37
ID,135560,DEA,2021-09-15 22:38:59.000,0,70,0,1,70,AGAINST,70,0.0,2021,9,2,37
Renew,135560,DEA,2021-09-15 22:38:59.000,5,90,3,0,98,AGAINST,90,0.0816326530612244,2021,9,2,37
S&D,135560,DEA,2021-09-15 22:38:59.000,76,45,20,5,141,FOR,76,0.4609929078014184,2021,9,2,37
ECR,135561,INI,2021-09-15 22:38:59.000,55,1,5,2,61,FOR,55,0.0983606557377049,2021,9,2,37
EPP,135561,INI,2021-09-15 22:38:59.000,174,0,0,5,174,FOR,174,0.0,2021,9,2,37
GUE/NGL,135561,INI,2021-09-15 22:38:59.000,1,13,23,2,37,ABSTENTION,23,0.3783783783783784,2021,9,2,37
Greens/EFA,135561,INI,2021-09-15 22:38:59.000,66,1,2,4,69,FOR,66,0.0434782608695651,2021,9,2,37
ID,135561,INI,2021-09-15 22:38:59.000,26,38,6,1,70,AGAINST,38,0.4571428571428572,2021,9,2,37
Renew,135561,INI,2021-09-15 22:38:59.000,98,0,0,0,98,FOR,98,0.0,2021,9,2,37
S&D,135561,INI,2021-09-15 22:38:59.000,136,2,1,7,139,FOR,136,0.0215827338129496,2021,9,2,37
ECR,135564,NLE,2021-09-15 22:38:59.000,1,14,47,1,62,ABSTENTION,47,0.2419354838709677,2021,9,2,37
EPP,135564,NLE,2021-09-15 22:38:59.000,173,0,2,4,175,FOR,173,0.0114285714285714,2021,9,2,37
GUE/NGL,135564,NLE,2021-09-15 22:38:59.000,16,3,18,2,37,ABSTENTION,18,0.5135135135135135,2021,9,2,37
Greens/EFA,135564,NLE,2021-09-15 22:38:59.000,69,0,0,4,69,FOR,69,0.0,2021,9,2,37
ID,135564,NLE,2021-09-15 22:38:59.000,1,69,0,1,70,AGAINST,69,0.0142857142857142,2021,9,2,37
Renew,135564,NLE,2021-09-15 22:38:59.000,73,0,25,0,98,FOR,73,0.2551020408163265,2021,9,2,37
S&D,135564,NLE,2021-09-15 22:38:59.000,141,0,0,5,141,FOR,141,0.0,2021,9,2,37
ECR,135565,INI,2021-09-15 22:38:59.000,3,15,44,1,62,ABSTENTION,44,0.2903225806451612,2021,9,2,37
EPP,135565,INI,2021-09-15 22:38:59.000,166,0,9,4,175,FOR,166,0.0514285714285713,2021,9,2,37
GUE/NGL,135565,INI,2021-09-15 22:38:59.000,35,0,2,2,37,FOR,35,0.054054054054054,2021,9,2,37
Greens/EFA,135565,INI,2021-09-15 22:38:59.000,69,0,0,4,69,FOR,69,0.0,2021,9,2,37
ID,135565,INI,2021-09-15 22:38:59.000,0,19,51,1,70,ABSTENTION,51,0.2714285714285714,2021,9,2,37
Renew,135565,INI,2021-09-15 22:38:59.000,83,0,15,0,98,FOR,83,0.1530612244897958,2021,9,2,37
S&D,135565,INI,2021-09-15 22:38:59.000,140,0,1,5,141,FOR,140,0.0070921985815602,2021,9,2,37
ECR,135573,COD,2021-09-15 15:22:30.000,54,6,3,0,63,FOR,54,0.1428571428571429,2021,9,2,37
EPP,135573,COD,2021-09-15 15:22:30.000,177,0,0,2,177,FOR,177,0.0,2021,9,2,37
GUE/NGL,135573,COD,2021-09-15 15:22:30.000,34,0,3,2,37,FOR,34,0.081081081081081,2021,9,2,37
Greens/EFA,135573,COD,2021-09-15 15:22:30.000,66,0,4,3,70,FOR,66,0.0571428571428571,2021,9,2,37
ID,135573,COD,2021-09-15 15:22:30.000,0,71,0,0,71,AGAINST,71,0.0,2021,9,2,37
Renew,135573,COD,2021-09-15 15:22:30.000,96,0,2,0,98,FOR,96,0.0204081632653061,2021,9,2,37
S&D,135573,COD,2021-09-15 15:22:30.000,143,0,0,3,143,FOR,143,0.0,2021,9,2,37
ECR,135575,COD,2021-09-15 15:22:30.000,49,6,8,0,63,FOR,49,0.2222222222222222,2021,9,2,37
EPP,135575,COD,2021-09-15 15:22:30.000,176,0,1,2,177,FOR,176,0.0056497175141242,2021,9,2,37
GUE/NGL,135575,COD,2021-09-15 15:22:30.000,31,2,4,2,37,FOR,31,0.1621621621621621,2021,9,2,37
Greens/EFA,135575,COD,2021-09-15 15:22:30.000,70,0,0,3,70,FOR,70,0.0,2021,9,2,37
ID,135575,COD,2021-09-15 15:22:30.000,0,70,1,0,71,AGAINST,70,0.0140845070422535,2021,9,2,37
Renew,135575,COD,2021-09-15 15:22:30.000,98,0,0,0,98,FOR,98,0.0,2021,9,2,37
S&D,135575,COD,2021-09-15 15:22:30.000,142,0,1,3,143,FOR,142,0.0069930069930069,2021,9,2,37
ECR,135745,INL,2021-09-16 12:01:44.000,1,44,18,0,63,AGAINST,44,0.3015873015873016,2021,9,3,37
EPP,135745,INL,2021-09-16 12:01:44.000,75,11,86,7,172,ABSTENTION,86,0.5,2021,9,3,37
GUE/NGL,135745,INL,2021-09-16 12:01:44.000,34,0,2,3,36,FOR,34,0.0555555555555555,2021,9,3,37
Greens/EFA,135745,INL,2021-09-16 12:01:44.000,71,0,0,2,71,FOR,71,0.0,2021,9,3,37
ID,135745,INL,2021-09-16 12:01:44.000,0,45,25,1,70,AGAINST,45,0.3571428571428571,2021,9,3,37
Renew,135745,INL,2021-09-16 12:01:44.000,93,1,4,0,98,FOR,93,0.0510204081632652,2021,9,3,37
S&D,135745,INL,2021-09-16 12:01:44.000,139,1,0,6,140,FOR,139,0.0071428571428571,2021,9,3,37
ECR,135747,RSP,2021-09-16 15:48:43.000,62,0,0,1,62,FOR,62,0.0,2021,9,3,37
EPP,135747,RSP,2021-09-16 15:48:43.000,174,0,0,5,174,FOR,174,0.0,2021,9,3,37
GUE/NGL,135747,RSP,2021-09-16 15:48:43.000,0,36,2,1,38,AGAINST,36,0.0526315789473684,2021,9,3,37
Greens/EFA,135747,RSP,2021-09-16 15:48:43.000,3,66,0,4,69,AGAINST,66,0.0434782608695651,2021,9,3,37
ID,135747,RSP,2021-09-16 15:48:43.000,57,3,10,1,70,FOR,57,0.1857142857142857,2021,9,3,37
Renew,135747,RSP,2021-09-16 15:48:43.000,97,0,1,0,98,FOR,97,0.010204081632653,2021,9,3,37
S&D,135747,RSP,2021-09-16 15:48:43.000,18,27,96,5,141,ABSTENTION,96,0.3191489361702128,2021,9,3,37
ECR,135748,RSP,2021-09-16 15:48:43.000,5,5,52,1,62,ABSTENTION,52,0.1612903225806451,2021,9,3,37
EPP,135748,RSP,2021-09-16 15:48:43.000,10,0,164,5,174,ABSTENTION,164,0.0574712643678161,2021,9,3,37
GUE/NGL,135748,RSP,2021-09-16 15:48:43.000,35,1,2,1,38,FOR,35,0.0789473684210526,2021,9,3,37
Greens/EFA,135748,RSP,2021-09-16 15:48:43.000,69,0,0,4,69,FOR,69,0.0,2021,9,3,37
ID,135748,RSP,2021-09-16 15:48:43.000,5,41,24,1,70,AGAINST,41,0.4142857142857142,2021,9,3,37
Renew,135748,RSP,2021-09-16 15:48:43.000,98,0,0,0,98,FOR,98,0.0,2021,9,3,37
S&D,135748,RSP,2021-09-16 15:48:43.000,143,0,0,3,143,FOR,143,0.0,2021,9,3,37
ECR,135749,RSP,2021-09-16 15:48:43.000,1,10,51,1,62,ABSTENTION,51,0.1774193548387096,2021,9,3,37
EPP,135749,RSP,2021-09-16 15:48:43.000,53,55,66,5,174,ABSTENTION,66,0.6206896551724138,2021,9,3,37
GUE/NGL,135749,RSP,2021-09-16 15:48:43.000,11,1,26,1,38,ABSTENTION,26,0.3157894736842105,2021,9,3,37
Greens/EFA,135749,RSP,2021-09-16 15:48:43.000,69,0,0,4,69,FOR,69,0.0,2021,9,3,37
ID,135749,RSP,2021-09-16 15:48:43.000,1,45,24,1,70,AGAINST,45,0.3571428571428571,2021,9,3,37
Renew,135749,RSP,2021-09-16 15:48:43.000,93,1,4,0,98,FOR,93,0.0510204081632652,2021,9,3,37
S&D,135749,RSP,2021-09-16 15:48:43.000,136,0,2,8,138,FOR,136,0.0144927536231883,2021,9,3,37
ECR,135750,INI,2021-09-16 15:48:43.000,0,4,58,1,62,ABSTENTION,58,0.0645161290322581,2021,9,3,37
EPP,135750,INI,2021-09-16 15:48:43.000,171,0,3,5,174,FOR,171,0.0172413793103448,2021,9,3,37
GUE/NGL,135750,INI,2021-09-16 15:48:43.000,38,0,0,1,38,FOR,38,0.0,2021,9,3,37
Greens/EFA,135750,INI,2021-09-16 15:48:43.000,69,0,0,4,69,FOR,69,0.0,2021,9,3,37
ID,135750,INI,2021-09-16 15:48:43.000,23,2,45,1,70,ABSTENTION,45,0.3571428571428571,2021,9,3,37
Renew,135750,INI,2021-09-16 15:48:43.000,92,0,6,0,98,FOR,92,0.0612244897959183,2021,9,3,37
S&D,135750,INI,2021-09-16 15:48:43.000,139,0,4,3,143,FOR,139,0.027972027972028,2021,9,3,37
ECR,135752,RSP,2021-09-16 15:48:43.000,55,0,7,1,62,FOR,55,0.1129032258064516,2021,9,3,37
EPP,135752,RSP,2021-09-16 15:48:43.000,173,0,1,5,174,FOR,173,0.0057471264367816,2021,9,3,37
GUE/NGL,135752,RSP,2021-09-16 15:48:43.000,1,28,9,1,38,AGAINST,28,0.2631578947368421,2021,9,3,37
Greens/EFA,135752,RSP,2021-09-16 15:48:43.000,69,0,0,4,69,FOR,69,0.0,2021,9,3,37
ID,135752,RSP,2021-09-16 15:48:43.000,24,40,6,1,70,AGAINST,40,0.4285714285714286,2021,9,3,37
Renew,135752,RSP,2021-09-16 15:48:43.000,98,0,0,0,98,FOR,98,0.0,2021,9,3,37
S&D,135752,RSP,2021-09-16 15:48:43.000,139,0,0,7,139,FOR,139,0.0,2021,9,3,37
ECR,135753,RSP,2021-09-16 15:48:43.000,0,56,5,2,61,AGAINST,56,0.081967213114754,2021,9,3,37
EPP,135753,RSP,2021-09-16 15:48:43.000,152,5,16,6,173,FOR,152,0.1213872832369942,2021,9,3,37
GUE/NGL,135753,RSP,2021-09-16 15:48:43.000,30,2,6,1,38,FOR,30,0.2105263157894736,2021,9,3,37
Greens/EFA,135753,RSP,2021-09-16 15:48:43.000,67,0,2,4,69,FOR,67,0.0289855072463768,2021,9,3,37
ID,135753,RSP,2021-09-16 15:48:43.000,1,67,2,1,70,AGAINST,67,0.0428571428571428,2021,9,3,37
Renew,135753,RSP,2021-09-16 15:48:43.000,97,1,0,0,98,FOR,97,0.010204081632653,2021,9,3,37
S&D,135753,RSP,2021-09-16 15:48:43.000,141,0,2,3,143,FOR,141,0.0139860139860139,2021,9,3,37
ECR,135754,INI,2021-09-16 15:48:43.000,2,55,5,1,62,AGAINST,55,0.1129032258064516,2021,9,3,37
EPP,135754,INI,2021-09-16 15:48:43.000,6,3,164,6,173,ABSTENTION,164,0.0520231213872832,2021,9,3,37
GUE/NGL,135754,INI,2021-09-16 15:48:43.000,38,0,0,1,38,FOR,38,0.0,2021,9,3,37
Greens/EFA,135754,INI,2021-09-16 15:48:43.000,69,0,0,4,69,FOR,69,0.0,2021,9,3,37
ID,135754,INI,2021-09-16 15:48:43.000,10,13,47,1,70,ABSTENTION,47,0.3285714285714286,2021,9,3,37
Renew,135754,INI,2021-09-16 15:48:43.000,93,0,5,0,98,FOR,93,0.0510204081632652,2021,9,3,37
S&D,135754,INI,2021-09-16 15:48:43.000,143,0,0,3,143,FOR,143,0.0,2021,9,3,37
ECR,135785,COD,2021-10-05 14:31:05.000,5,56,2,0,63,AGAINST,56,0.1111111111111111,2021,10,1,40
EPP,135785,COD,2021-10-05 14:31:05.000,176,0,0,2,176,FOR,176,0.0,2021,10,1,40
GUE/NGL,135785,COD,2021-10-05 14:31:05.000,39,0,0,0,39,FOR,39,0.0,2021,10,1,40
Greens/EFA,135785,COD,2021-10-05 14:31:05.000,71,0,0,2,71,FOR,71,0.0,2021,10,1,40
ID,135785,COD,2021-10-05 14:31:05.000,0,68,3,0,71,AGAINST,68,0.0422535211267606,2021,10,1,40
Renew,135785,COD,2021-10-05 14:31:05.000,98,0,0,0,98,FOR,98,0.0,2021,10,1,40
S&D,135785,COD,2021-10-05 14:31:05.000,139,0,0,7,139,FOR,139,0.0,2021,10,1,40
ECR,135948,INI,2021-10-05 22:35:50.000,1,11,51,0,63,ABSTENTION,51,0.1904761904761904,2021,10,1,40
EPP,135948,INI,2021-10-05 22:35:50.000,15,0,159,4,174,ABSTENTION,159,0.086206896551724,2021,10,1,40
GUE/NGL,135948,INI,2021-10-05 22:35:50.000,39,0,0,0,39,FOR,39,0.0,2021,10,1,40
Greens/EFA,135948,INI,2021-10-05 22:35:50.000,71,0,0,2,71,FOR,71,0.0,2021,10,1,40
ID,135948,INI,2021-10-05 22:35:50.000,3,16,50,2,69,ABSTENTION,50,0.2753623188405797,2021,10,1,40
Renew,135948,INI,2021-10-05 22:35:50.000,68,0,30,0,98,FOR,68,0.3061224489795918,2021,10,1,40
S&D,135948,INI,2021-10-05 22:35:50.000,138,0,0,8,138,FOR,138,0.0,2021,10,1,40
ECR,135949,INI,2021-10-05 22:35:50.000,8,4,51,0,63,ABSTENTION,51,0.1904761904761904,2021,10,1,40
EPP,135949,INI,2021-10-05 22:35:50.000,4,168,3,3,175,AGAINST,168,0.04,2021,10,1,40
GUE/NGL,135949,INI,2021-10-05 22:35:50.000,37,0,2,0,39,FOR,37,0.0512820512820513,2021,10,1,40
Greens/EFA,135949,INI,2021-10-05 22:35:50.000,71,0,0,2,71,FOR,71,0.0,2021,10,1,40
ID,135949,INI,2021-10-05 22:35:50.000,7,59,3,2,69,AGAINST,59,0.144927536231884,2021,10,1,40
Renew,135949,INI,2021-10-05 22:35:50.000,98,0,0,0,98,FOR,98,0.0,2021,10,1,40
S&D,135949,INI,2021-10-05 22:35:50.000,138,0,0,8,138,FOR,138,0.0,2021,10,1,40
ECR,135950,INI,2021-10-05 22:35:50.000,5,15,43,0,63,ABSTENTION,43,0.3174603174603174,2021,10,1,40
EPP,135950,INI,2021-10-05 22:35:50.000,161,2,12,3,175,FOR,161,0.0799999999999999,2021,10,1,40
GUE/NGL,135950,INI,2021-10-05 22:35:50.000,36,0,2,1,38,FOR,36,0.0526315789473684,2021,10,1,40
Greens/EFA,135950,INI,2021-10-05 22:35:50.000,66,0,5,2,71,FOR,66,0.0704225352112676,2021,10,1,40
ID,135950,INI,2021-10-05 22:35:50.000,1,12,56,2,69,ABSTENTION,56,0.1884057971014492,2021,10,1,40
Renew,135950,INI,2021-10-05 22:35:50.000,93,0,5,0,98,FOR,93,0.0510204081632652,2021,10,1,40
S&D,135950,INI,2021-10-05 22:35:50.000,134,0,0,12,134,FOR,134,0.0,2021,10,1,40
ECR,135951,INI,2021-10-05 22:35:50.000,48,11,4,0,63,FOR,48,0.2380952380952381,2021,10,1,40
EPP,135951,INI,2021-10-05 22:35:50.000,172,1,2,3,175,FOR,172,0.0171428571428571,2021,10,1,40
GUE/NGL,135951,INI,2021-10-05 22:35:50.000,39,0,0,0,39,FOR,39,0.0,2021,10,1,40
Greens/EFA,135951,INI,2021-10-05 22:35:50.000,67,4,0,2,71,FOR,67,0.0563380281690141,2021,10,1,40
ID,135951,INI,2021-10-05 22:35:50.000,25,5,39,2,69,ABSTENTION,39,0.4347826086956522,2021,10,1,40
Renew,135951,INI,2021-10-05 22:35:50.000,98,0,0,0,98,FOR,98,0.0,2021,10,1,40
S&D,135951,INI,2021-10-05 22:35:50.000,138,0,0,8,138,FOR,138,0.0,2021,10,1,40
ECR,135952,INI,2021-10-05 22:35:50.000,59,3,1,0,63,FOR,59,0.0634920634920634,2021,10,1,40
EPP,135952,INI,2021-10-05 22:35:50.000,174,0,1,3,175,FOR,174,0.0057142857142856,2021,10,1,40
GUE/NGL,135952,INI,2021-10-05 22:35:50.000,33,1,5,0,39,FOR,33,0.1538461538461538,2021,10,1,40
Greens/EFA,135952,INI,2021-10-05 22:35:50.000,0,0,71,2,71,ABSTENTION,71,0.0,2021,10,1,40
ID,135952,INI,2021-10-05 22:35:50.000,56,1,12,2,69,FOR,56,0.1884057971014492,2021,10,1,40
Renew,135952,INI,2021-10-05 22:35:50.000,96,0,2,0,98,FOR,96,0.0204081632653061,2021,10,1,40
S&D,135952,INI,2021-10-05 22:35:50.000,135,0,3,8,138,FOR,135,0.0217391304347825,2021,10,1,40
ECR,135953,RSP,2021-10-05 22:35:50.000,3,54,6,0,63,AGAINST,54,0.1428571428571429,2021,10,1,40
EPP,135953,RSP,2021-10-05 22:35:50.000,20,147,8,3,175,AGAINST,147,0.16,2021,10,1,40
GUE/NGL,135953,RSP,2021-10-05 22:35:50.000,39,0,0,0,39,FOR,39,0.0,2021,10,1,40
Greens/EFA,135953,RSP,2021-10-05 22:35:50.000,70,0,1,2,71,FOR,70,0.0140845070422535,2021,10,1,40
ID,135953,RSP,2021-10-05 22:35:50.000,56,11,2,2,69,FOR,56,0.1884057971014492,2021,10,1,40
Renew,135953,RSP,2021-10-05 22:35:50.000,73,25,0,0,98,FOR,73,0.2551020408163265,2021,10,1,40
S&D,135953,RSP,2021-10-05 22:35:50.000,129,7,2,8,138,FOR,129,0.0652173913043477,2021,10,1,40
ECR,135954,DEA,2021-10-05 22:35:50.000,58,2,3,0,63,FOR,58,0.0793650793650794,2021,10,1,40
EPP,135954,DEA,2021-10-05 22:35:50.000,18,144,13,3,175,AGAINST,144,0.1771428571428571,2021,10,1,40
GUE/NGL,135954,DEA,2021-10-05 22:35:50.000,1,37,1,0,39,AGAINST,37,0.0512820512820513,2021,10,1,40
Greens/EFA,135954,DEA,2021-10-05 22:35:50.000,0,71,0,2,71,AGAINST,71,0.0,2021,10,1,40
ID,135954,DEA,2021-10-05 22:35:50.000,63,2,4,2,69,FOR,63,0.0869565217391304,2021,10,1,40
Renew,135954,DEA,2021-10-05 22:35:50.000,4,90,4,0,98,AGAINST,90,0.0816326530612244,2021,10,1,40
S&D,135954,DEA,2021-10-05 22:35:50.000,2,128,7,9,137,AGAINST,128,0.0656934306569343,2021,10,1,40
ECR,135955,DEA,2021-10-05 22:35:50.000,63,0,0,0,63,FOR,63,0.0,2021,10,1,40
EPP,135955,DEA,2021-10-05 22:35:50.000,59,103,13,3,175,AGAINST,103,0.4114285714285715,2021,10,1,40
GUE/NGL,135955,DEA,2021-10-05 22:35:50.000,1,38,0,0,39,AGAINST,38,0.0256410256410256,2021,10,1,40
Greens/EFA,135955,DEA,2021-10-05 22:35:50.000,0,71,0,2,71,AGAINST,71,0.0,2021,10,1,40
ID,135955,DEA,2021-10-05 22:35:50.000,64,5,0,2,69,FOR,64,0.072463768115942,2021,10,1,40
Renew,135955,DEA,2021-10-05 22:35:50.000,18,78,2,0,98,AGAINST,78,0.2040816326530612,2021,10,1,40
S&D,135955,DEA,2021-10-05 22:35:50.000,6,117,14,9,137,AGAINST,117,0.145985401459854,2021,10,1,40
ECR,135959,RSO,2021-10-05 14:31:05.000,63,0,0,0,63,FOR,63,0.0,2021,10,1,40
EPP,135959,RSO,2021-10-05 14:31:05.000,176,0,0,2,176,FOR,176,0.0,2021,10,1,40
GUE/NGL,135959,RSO,2021-10-05 14:31:05.000,38,0,1,0,39,FOR,38,0.0256410256410256,2021,10,1,40
Greens/EFA,135959,RSO,2021-10-05 14:31:05.000,71,0,0,2,71,FOR,71,0.0,2021,10,1,40
ID,135959,RSO,2021-10-05 14:31:05.000,66,2,3,0,71,FOR,66,0.0704225352112676,2021,10,1,40
Renew,135959,RSO,2021-10-05 14:31:05.000,98,0,0,0,98,FOR,98,0.0,2021,10,1,40
S&D,135959,RSO,2021-10-05 14:31:05.000,140,0,0,6,140,FOR,140,0.0,2021,10,1,40
ECR,135961,NLE,2021-10-05 14:31:05.000,56,3,4,0,63,FOR,56,0.1111111111111111,2021,10,1,40
EPP,135961,NLE,2021-10-05 14:31:05.000,176,0,0,2,176,FOR,176,0.0,2021,10,1,40
GUE/NGL,135961,NLE,2021-10-05 14:31:05.000,28,6,5,0,39,FOR,28,0.282051282051282,2021,10,1,40
Greens/EFA,135961,NLE,2021-10-05 14:31:05.000,70,0,1,2,71,FOR,70,0.0140845070422535,2021,10,1,40
ID,135961,NLE,2021-10-05 14:31:05.000,29,1,41,0,71,ABSTENTION,41,0.4225352112676056,2021,10,1,40
Renew,135961,NLE,2021-10-05 14:31:05.000,98,0,0,0,98,FOR,98,0.0,2021,10,1,40
S&D,135961,NLE,2021-10-05 14:31:05.000,140,0,0,6,140,FOR,140,0.0,2021,10,1,40
ECR,136000,INI,2021-10-06 15:51:28.000,51,4,8,0,63,FOR,51,0.1904761904761904,2021,10,2,40
EPP,136000,INI,2021-10-06 15:51:28.000,171,1,2,4,174,FOR,171,0.0172413793103448,2021,10,2,40
GUE/NGL,136000,INI,2021-10-06 15:51:28.000,0,33,6,0,39,AGAINST,33,0.1538461538461538,2021,10,2,40
Greens/EFA,136000,INI,2021-10-06 15:51:28.000,65,2,2,4,69,FOR,65,0.0579710144927536,2021,10,2,40
ID,136000,INI,2021-10-06 15:51:28.000,25,38,7,0,70,AGAINST,38,0.4571428571428572,2021,10,2,40
Renew,136000,INI,2021-10-06 15:51:28.000,98,0,0,0,98,FOR,98,0.0,2021,10,2,40
S&D,136000,INI,2021-10-06 15:51:28.000,129,0,10,7,139,FOR,129,0.0719424460431654,2021,10,2,40
ECR,136002,INI,2021-10-06 22:49:29.000,4,14,45,0,63,ABSTENTION,45,0.2857142857142857,2021,10,2,40
EPP,136002,INI,2021-10-06 22:49:29.000,166,0,8,4,174,FOR,166,0.0459770114942529,2021,10,2,40
GUE/NGL,136002,INI,2021-10-06 22:49:29.000,0,23,16,0,39,AGAINST,23,0.4102564102564102,2021,10,2,40
Greens/EFA,136002,INI,2021-10-06 22:49:29.000,68,0,0,5,68,FOR,68,0.0,2021,10,2,40
ID,136002,INI,2021-10-06 22:49:29.000,0,46,24,0,70,AGAINST,46,0.3428571428571428,2021,10,2,40
Renew,136002,INI,2021-10-06 22:49:29.000,91,0,5,2,96,FOR,91,0.0520833333333333,2021,10,2,40
S&D,136002,INI,2021-10-06 22:49:29.000,139,0,0,7,139,FOR,139,0.0,2021,10,2,40
ECR,136003,INI,2021-10-06 22:49:29.000,55,1,7,0,63,FOR,55,0.1269841269841269,2021,10,2,40
EPP,136003,INI,2021-10-06 22:49:29.000,173,0,0,5,173,FOR,173,0.0,2021,10,2,40
GUE/NGL,136003,INI,2021-10-06 22:49:29.000,0,33,6,0,39,AGAINST,33,0.1538461538461538,2021,10,2,40
