party,vote_id,procedure_type,timestamp,num_for,num_against,num_abstention,num_no_votes,total_votes,majority_col,majority_votes,percent_dissent,year,month,weekday,weekofyear
S&D,165216,APP,2024-02-27 12:14:42,115,0,10,15,125,FOR,115,0.0799999999999999,2024,2,1,9
ECR,165939,RSP,2024-02-29 12:14:59,46,1,0,21,47,FOR,46,0.0212765957446808,2024,2,3,9
EPP,165939,RSP,2024-02-29 12:14:59,136,0,0,42,136,FOR,136,0.0,2024,2,3,9
GUE/NGL,165939,RSP,2024-02-29 12:14:59,18,0,9,10,27,FOR,18,0.3333333333333333,2024,2,3,9
Greens/EFA,165939,RSP,2024-02-29 12:14:59,66,1,0,5,67,FOR,66,0.0149253731343284,2024,2,3,9
ID,165939,RSP,2024-02-29 12:14:59,31,1,14,13,46,FOR,31,0.3260869565217391,2024,2,3,9
Renew,165939,RSP,2024-02-29 12:14:59,88,0,0,14,88,FOR,88,0.0,2024,2,3,9
S&D,165939,RSP,2024-02-29 12:14:59,107,0,0,33,107,FOR,107,0.0,2024,2,3,9
ECR,165965,RSP,2024-02-29 12:19:52,46,1,0,21,47,FOR,46,0.0212765957446808,2024,2,3,9
EPP,165965,RSP,2024-02-29 12:19:52,131,0,4,43,135,FOR,131,0.0296296296296296,2024,2,3,9
GUE/NGL,165965,RSP,2024-02-29 12:19:52,6,11,10,10,27,AGAINST,11,0.5925925925925926,2024,2,3,9
Greens/EFA,165965,RSP,2024-02-29 12:19:52,63,2,1,6,66,FOR,63,0.0454545454545454,2024,2,3,9
ID,165965,RSP,2024-02-29 12:19:52,13,4,29,13,46,ABSTENTION,29,0.3695652173913043,2024,2,3,9
Renew,165965,RSP,2024-02-29 12:19:52,84,0,3,15,87,FOR,84,0.0344827586206896,2024,2,3,9
S&D,165965,RSP,2024-02-29 12:19:52,101,5,0,34,106,FOR,101,0.0471698113207547,2024,2,3,9
ECR,165987,RSP,2024-02-29 12:29:44,40,0,1,27,41,FOR,40,0.024390243902439,2024,2,3,9
EPP,165987,RSP,2024-02-29 12:29:44,125,0,0,53,125,FOR,125,0.0,2024,2,3,9
GUE/NGL,165987,RSP,2024-02-29 12:29:44,1,20,4,12,25,AGAINST,20,0.1999999999999999,2024,2,3,9
Greens/EFA,165987,RSP,2024-02-29 12:29:44,1,52,3,16,56,AGAINST,52,0.0714285714285714,2024,2,3,9
ID,165987,RSP,2024-02-29 12:29:44,19,2,20,18,41,ABSTENTION,20,0.5121951219512195,2024,2,3,9
Renew,165987,RSP,2024-02-29 12:29:44,79,0,4,19,83,FOR,79,0.0481927710843373,2024,2,3,9
S&D,165987,RSP,2024-02-29 12:29:44,10,83,9,38,102,AGAINST,83,0.1862745098039215,2024,2,3,9
ECR,165988,NLE,2024-02-29 12:08:46,7,10,29,22,46,ABSTENTION,29,0.3695652173913043,2024,2,3,9
EPP,165988,NLE,2024-02-29 12:08:46,124,10,2,42,136,FOR,124,0.088235294117647,2024,2,3,9
GUE/NGL,165988,NLE,2024-02-29 12:08:46,0,28,0,9,28,AGAINST,28,0.0,2024,2,3,9
Greens/EFA,165988,NLE,2024-02-29 12:08:46,3,20,43,6,66,ABSTENTION,43,0.3484848484848485,2024,2,3,9
ID,165988,NLE,2024-02-29 12:08:46,0,25,22,12,47,AGAINST,25,0.4680851063829787,2024,2,3,9
Renew,165988,NLE,2024-02-29 12:08:46,82,0,6,14,88,FOR,82,0.0681818181818182,2024,2,3,9
S&D,165988,NLE,2024-02-29 12:08:46,87,8,13,32,108,FOR,87,0.1944444444444444,2024,2,3,9
ECR,165993,COD,2024-02-29 12:12:53,4,40,2,22,46,AGAINST,40,0.1304347826086956,2024,2,3,9
EPP,165993,COD,2024-02-29 12:12:53,126,1,10,41,137,FOR,126,0.0802919708029197,2024,2,3,9
GUE/NGL,165993,COD,2024-02-29 12:12:53,2,17,10,8,29,AGAINST,17,0.4137931034482759,2024,2,3,9
Greens/EFA,165993,COD,2024-02-29 12:12:53,4,63,0,5,67,AGAINST,63,0.0597014925373133,2024,2,3,9
ID,165993,COD,2024-02-29 12:12:53,0,45,0,14,45,AGAINST,45,0.0,2024,2,3,9
Renew,165993,COD,2024-02-29 12:12:53,79,3,6,14,88,FOR,79,0.1022727272727272,2024,2,3,9
S&D,165993,COD,2024-02-29 12:12:53,108,1,0,31,109,FOR,108,0.0091743119266054,2024,2,3,9
ECR,166019,INI,2024-03-13 17:21:02,0,19,34,15,53,ABSTENTION,34,0.3584905660377359,2024,3,2,11
EPP,166019,INI,2024-03-13 17:21:02,150,0,1,27,151,FOR,150,0.0066225165562914,2024,3,2,11
GUE/NGL,166019,INI,2024-03-13 17:21:02,1,28,2,6,31,AGAINST,28,0.0967741935483871,2024,3,2,11
Greens/EFA,166019,INI,2024-03-13 17:21:02,57,4,1,10,62,FOR,57,0.0806451612903226,2024,3,2,11
ID,166019,INI,2024-03-13 17:21:02,0,50,0,9,50,AGAINST,50,0.0,2024,3,2,11
Renew,166019,INI,2024-03-13 17:21:02,84,0,0,18,84,FOR,84,0.0,2024,3,2,11
S&D,166019,INI,2024-03-13 17:21:02,120,2,0,18,122,FOR,120,0.0163934426229508,2024,3,2,11
ECR,166023,COD,2024-03-14 12:20:14,8,3,44,13,55,ABSTENTION,44,0.1999999999999999,2024,3,3,11
EPP,166023,COD,2024-03-14 12:20:14,134,0,0,44,134,FOR,134,0.0,2024,3,3,11
GUE/NGL,166023,COD,2024-03-14 12:20:14,25,1,2,9,28,FOR,25,0.1071428571428571,2024,3,3,11
Greens/EFA,166023,COD,2024-03-14 12:20:14,63,0,0,9,63,FOR,63,0.0,2024,3,3,11
ID,166023,COD,2024-03-14 12:20:14,0,26,22,11,48,AGAINST,26,0.4583333333333333,2024,3,3,11
Renew,166023,COD,2024-03-14 12:20:14,81,0,0,21,81,FOR,81,0.0,2024,3,3,11
S&D,166023,COD,2024-03-14 12:20:14,112,0,0,28,112,FOR,112,0.0,2024,3,3,11
ECR,166034,COD,2024-03-13 12:36:33,57,1,1,9,59,FOR,57,0.0338983050847457,2024,3,2,11
EPP,166034,COD,2024-03-13 12:36:33,161,0,0,17,161,FOR,161,0.0,2024,3,2,11
GUE/NGL,166034,COD,2024-03-13 12:36:33,1,30,0,6,31,AGAINST,30,0.032258064516129,2024,3,2,11
Greens/EFA,166034,COD,2024-03-13 12:36:33,1,63,0,8,64,AGAINST,63,0.015625,2024,3,2,11
ID,166034,COD,2024-03-13 12:36:33,51,0,1,7,52,FOR,51,0.0192307692307692,2024,3,2,11
Renew,166034,COD,2024-03-13 12:36:33,90,0,0,12,90,FOR,90,0.0,2024,3,2,11
S&D,166034,COD,2024-03-13 12:36:33,94,21,14,11,129,FOR,94,0.2713178294573644,2024,3,2,11
ECR,166038,COD,2024-03-12 13:30:58,0,58,4,6,62,AGAINST,58,0.0645161290322581,2024,3,1,11
EPP,166038,COD,2024-03-12 13:30:58,72,55,25,26,152,FOR,72,0.5263157894736843,2024,3,1,11
GUE/NGL,166038,COD,2024-03-12 13:30:58,26,2,4,5,32,FOR,26,0.1875,2024,3,1,11
Greens/EFA,166038,COD,2024-03-12 13:30:58,66,0,0,6,66,FOR,66,0.0,2024,3,1,11
ID,166038,COD,2024-03-12 13:30:58,0,51,0,8,51,AGAINST,51,0.0,2024,3,1,11
Renew,166038,COD,2024-03-12 13:30:58,67,19,1,15,87,FOR,67,0.2298850574712644,2024,3,1,11
S&D,166038,COD,2024-03-12 13:30:58,124,2,1,13,127,FOR,124,0.0236220472440944,2024,3,1,11
ECR,166040,COD,2024-03-12 13:41:38,62,0,0,6,62,FOR,62,0.0,2024,3,1,11
EPP,166040,COD,2024-03-12 13:41:38,150,0,0,28,150,FOR,150,0.0,2024,3,1,11
GUE/NGL,166040,COD,2024-03-12 13:41:38,32,0,0,5,32,FOR,32,0.0,2024,3,1,11
Greens/EFA,166040,COD,2024-03-12 13:41:38,64,0,0,8,64,FOR,64,0.0,2024,3,1,11
ID,166040,COD,2024-03-12 13:41:38,42,4,4,9,50,FOR,42,0.16,2024,3,1,11
Renew,166040,COD,2024-03-12 13:41:38,86,0,0,16,86,FOR,86,0.0,2024,3,1,11
S&D,166040,COD,2024-03-12 13:41:38,127,0,0,13,127,FOR,127,0.0,2024,3,1,11
ECR,166049,COD,2024-03-13 12:39:44,10,1,49,8,60,ABSTENTION,49,0.1833333333333333,2024,3,2,11
EPP,166049,COD,2024-03-13 12:39:44,159,0,1,18,160,FOR,159,0.0062499999999999,2024,3,2,11
GUE/NGL,166049,COD,2024-03-13 12:39:44,28,3,1,5,32,FOR,28,0.125,2024,3,2,11
Greens/EFA,166049,COD,2024-03-13 12:39:44,62,0,0,10,62,FOR,62,0.0,2024,3,2,11
ID,166049,COD,2024-03-13 12:39:44,17,4,30,8,51,ABSTENTION,30,0.4117647058823529,2024,3,2,11
Renew,166049,COD,2024-03-13 12:39:44,79,1,3,19,83,FOR,79,0.0481927710843373,2024,3,2,11
S&D,166049,COD,2024-03-13 12:39:44,114,5,0,21,119,FOR,114,0.042016806722689,2024,3,2,11
ECR,166051,COD,2024-03-13 12:14:17,38,8,13,9,59,FOR,38,0.3559322033898305,2024,3,2,11
EPP,166051,COD,2024-03-13 12:14:17,153,1,4,20,158,FOR,153,0.0316455696202531,2024,3,2,11
GUE/NGL,166051,COD,2024-03-13 12:14:17,4,21,4,8,29,AGAINST,21,0.2758620689655172,2024,3,2,11
Greens/EFA,166051,COD,2024-03-13 12:14:17,58,6,0,8,64,FOR,58,0.09375,2024,3,2,11
ID,166051,COD,2024-03-13 12:14:17,41,1,11,6,53,FOR,41,0.2264150943396226,2024,3,2,11
Renew,166051,COD,2024-03-13 12:14:17,80,2,7,13,89,FOR,80,0.101123595505618,2024,3,2,11
S&D,166051,COD,2024-03-13 12:14:17,129,0,1,10,130,FOR,129,0.0076923076923076,2024,3,2,11
ECR,166053,COD,2024-03-12 13:41:14,13,5,43,7,61,ABSTENTION,43,0.2950819672131147,2024,3,1,11
EPP,166053,COD,2024-03-12 13:41:14,151,0,0,27,151,FOR,151,0.0,2024,3,1,11
GUE/NGL,166053,COD,2024-03-12 13:41:14,32,0,0,5,32,FOR,32,0.0,2024,3,1,11
Greens/EFA,166053,COD,2024-03-12 13:41:14,64,0,0,8,64,FOR,64,0.0,2024,3,1,11
ID,166053,COD,2024-03-12 13:41:14,39,0,9,11,48,FOR,39,0.1875,2024,3,1,11
Renew,166053,COD,2024-03-12 13:41:14,87,0,0,15,87,FOR,87,0.0,2024,3,1,11
S&D,166053,COD,2024-03-12 13:41:14,127,0,0,13,127,FOR,127,0.0,2024,3,1,11
ECR,166073,COD,2024-03-12 13:24:43,33,5,24,6,62,FOR,33,0.467741935483871,2024,3,1,11
EPP,166073,COD,2024-03-12 13:24:43,126,13,13,26,152,FOR,126,0.1710526315789473,2024,3,1,11
GUE/NGL,166073,COD,2024-03-12 13:24:43,0,30,2,5,32,AGAINST,30,0.0625,2024,3,1,11
Greens/EFA,166073,COD,2024-03-12 13:24:43,0,65,0,7,65,AGAINST,65,0.0,2024,3,1,11
ID,166073,COD,2024-03-12 13:24:43,0,34,17,8,51,AGAINST,34,0.3333333333333333,2024,3,1,11
Renew,166073,COD,2024-03-12 13:24:43,50,30,6,16,86,FOR,50,0.4186046511627906,2024,3,1,11
S&D,166073,COD,2024-03-12 13:24:43,113,12,0,15,125,FOR,113,0.0959999999999999,2024,3,1,11
ECR,166077,COD,2024-03-12 13:15:38,58,3,2,5,63,FOR,58,0.0793650793650794,2024,3,1,11
EPP,166077,COD,2024-03-12 13:15:38,152,0,1,25,153,FOR,152,0.0065359477124182,2024,3,1,11
GUE/NGL,166077,COD,2024-03-12 13:15:38,9,19,2,7,30,AGAINST,19,0.3666666666666667,2024,3,1,11
Greens/EFA,166077,COD,2024-03-12 13:15:38,65,0,0,7,65,FOR,65,0.0,2024,3,1,11
ID,166077,COD,2024-03-12 13:15:38,17,13,21,8,51,ABSTENTION,21,0.5882352941176471,2024,3,1,11
Renew,166077,COD,2024-03-12 13:15:38,87,0,0,15,87,FOR,87,0.0,2024,3,1,11
S&D,166077,COD,2024-03-12 13:15:38,128,0,0,12,128,FOR,128,0.0,2024,3,1,11
ECR,166079,COD,2024-03-13 12:40:11,51,0,9,8,60,FOR,51,0.15,2024,3,2,11
EPP,166079,COD,2024-03-13 12:40:11,150,0,0,28,150,FOR,150,0.0,2024,3,2,11
GUE/NGL,166079,COD,2024-03-13 12:40:11,31,0,0,6,31,FOR,31,0.0,2024,3,2,11
Greens/EFA,166079,COD,2024-03-13 12:40:11,63,0,0,9,63,FOR,63,0.0,2024,3,2,11
ID,166079,COD,2024-03-13 12:40:11,34,17,1,7,52,FOR,34,0.3461538461538461,2024,3,2,11
Renew,166079,COD,2024-03-13 12:40:11,85,0,1,16,86,FOR,85,0.0116279069767442,2024,3,2,11
S&D,166079,COD,2024-03-13 12:40:11,128,0,0,12,128,FOR,128,0.0,2024,3,2,11
ECR,166081,COD,2024-03-14 12:23:44,53,0,2,13,55,FOR,53,0.0363636363636363,2024,3,3,11
EPP,166081,COD,2024-03-14 12:23:44,134,0,0,44,134,FOR,134,0.0,2024,3,3,11
GUE/NGL,166081,COD,2024-03-14 12:23:44,20,2,6,9,28,FOR,20,0.2857142857142857,2024,3,3,11
Greens/EFA,166081,COD,2024-03-14 12:23:44,1,2,59,10,62,ABSTENTION,59,0.0483870967741935,2024,3,3,11
ID,166081,COD,2024-03-14 12:23:44,48,0,0,11,48,FOR,48,0.0,2024,3,3,11
Renew,166081,COD,2024-03-14 12:23:44,79,0,0,23,79,FOR,79,0.0,2024,3,3,11
S&D,166081,COD,2024-03-14 12:23:44,90,0,1,49,91,FOR,90,0.0109890109890109,2024,3,3,11
ECR,166082,COD,2024-03-12 13:30:08,57,0,6,5,63,FOR,57,0.0952380952380952,2024,3,1,11
EPP,166082,COD,2024-03-12 13:30:08,153,1,0,24,154,FOR,153,0.0064935064935064,2024,3,1,11
GUE/NGL,166082,COD,2024-03-12 13:30:08,30,0,2,5,32,FOR,30,0.0625,2024,3,1,11
Greens/EFA,166082,COD,2024-03-12 13:30:08,63,0,1,8,64,FOR,63,0.015625,2024,3,1,11
ID,166082,COD,2024-03-12 13:30:08,33,0,18,8,51,FOR,33,0.3529411764705882,2024,3,1,11
Renew,166082,COD,2024-03-12 13:30:08,87,0,0,15,87,FOR,87,0.0,2024,3,1,11
S&D,166082,COD,2024-03-12 13:30:08,127,0,0,13,127,FOR,127,0.0,2024,3,1,11
ECR,166083,COD,2024-03-13 12:14:52,51,6,3,8,60,FOR,51,0.15,2024,3,2,11
EPP,166083,COD,2024-03-13 12:14:52,160,0,0,18,160,FOR,160,0.0,2024,3,2,11
GUE/NGL,166083,COD,2024-03-13 12:14:52,30,0,2,5,32,FOR,30,0.0625,2024,3,2,11
Greens/EFA,166083,COD,2024-03-13 12:14:52,64,0,0,8,64,FOR,64,0.0,2024,3,2,11
ID,166083,COD,2024-03-13 12:14:52,48,0,5,6,53,FOR,48,0.0943396226415094,2024,3,2,11
Renew,166083,COD,2024-03-13 12:14:52,90,0,0,12,90,FOR,90,0.0,2024,3,2,11
S&D,166083,COD,2024-03-13 12:14:52,130,0,0,10,130,FOR,130,0.0,2024,3,2,11
ECR,166085,COD,2024-03-14 12:23:19,52,0,2,14,54,FOR,52,0.037037037037037,2024,3,3,11
EPP,166085,COD,2024-03-14 12:23:19,133,0,0,45,133,FOR,133,0.0,2024,3,3,11
GUE/NGL,166085,COD,2024-03-14 12:23:19,19,4,5,9,28,FOR,19,0.3214285714285714,2024,3,3,11
Greens/EFA,166085,COD,2024-03-14 12:23:19,0,7,55,10,62,ABSTENTION,55,0.1129032258064516,2024,3,3,11
ID,166085,COD,2024-03-14 12:23:19,48,0,0,11,48,FOR,48,0.0,2024,3,3,11
Renew,166085,COD,2024-03-14 12:23:19,80,0,0,22,80,FOR,80,0.0,2024,3,3,11
S&D,166085,COD,2024-03-14 12:23:19,87,0,2,51,89,FOR,87,0.0224719101123596,2024,3,3,11
ECR,166086,COD,2024-03-13 12:16:34,59,0,0,9,59,FOR,59,0.0,2024,3,2,11
EPP,166086,COD,2024-03-13 12:16:34,159,0,0,19,159,FOR,159,0.0,2024,3,2,11
GUE/NGL,166086,COD,2024-03-13 12:16:34,32,0,0,5,32,FOR,32,0.0,2024,3,2,11
Greens/EFA,166086,COD,2024-03-13 12:16:34,63,0,0,9,63,FOR,63,0.0,2024,3,2,11
ID,166086,COD,2024-03-13 12:16:34,52,0,1,6,53,FOR,52,0.0188679245283018,2024,3,2,11
Renew,166086,COD,2024-03-13 12:16:34,90,0,0,12,90,FOR,90,0.0,2024,3,2,11
S&D,166086,COD,2024-03-13 12:16:34,130,0,0,10,130,FOR,130,0.0,2024,3,2,11
ECR,166087,INI,2024-03-14 12:39:19,33,9,10,16,52,FOR,33,0.3653846153846154,2024,3,3,11
EPP,166087,INI,2024-03-14 12:39:19,119,5,0,54,124,FOR,119,0.0403225806451612,2024,3,3,11
GUE/NGL,166087,INI,2024-03-14 12:39:19,22,1,4,10,27,FOR,22,0.1851851851851852,2024,3,3,11
Greens/EFA,166087,INI,2024-03-14 12:39:19,62,0,0,10,62,FOR,62,0.0,2024,3,3,11
ID,166087,INI,2024-03-14 12:39:19,14,15,17,13,46,ABSTENTION,17,0.6304347826086957,2024,3,3,11
Renew,166087,INI,2024-03-14 12:39:19,64,1,12,25,77,FOR,64,0.1688311688311687,2024,3,3,11
S&D,166087,INI,2024-03-14 12:39:19,102,0,2,36,104,FOR,102,0.0192307692307692,2024,3,3,11
ECR,166089,COD,2024-03-13 12:18:56,58,0,2,8,60,FOR,58,0.0333333333333333,2024,3,2,11
EPP,166089,COD,2024-03-13 12:18:56,162,0,0,16,162,FOR,162,0.0,2024,3,2,11
GUE/NGL,166089,COD,2024-03-13 12:18:56,26,4,2,5,32,FOR,26,0.1875,2024,3,2,11
Greens/EFA,166089,COD,2024-03-13 12:18:56,64,0,0,8,64,FOR,64,0.0,2024,3,2,11
ID,166089,COD,2024-03-13 12:18:56,42,9,1,7,52,FOR,42,0.1923076923076923,2024,3,2,11
Renew,166089,COD,2024-03-13 12:18:56,90,0,0,12,90,FOR,90,0.0,2024,3,2,11
S&D,166089,COD,2024-03-13 12:18:56,129,0,0,11,129,FOR,129,0.0,2024,3,2,11
ECR,166131,BUI,2024-03-13 17:43:14,0,14,38,16,52,ABSTENTION,38,0.2692307692307693,2024,3,2,11
EPP,166131,BUI,2024-03-13 17:43:14,121,9,19,29,149,FOR,121,0.1879194630872482,2024,3,2,11
GUE/NGL,166131,BUI,2024-03-13 17:43:14,9,14,8,6,31,AGAINST,14,0.5483870967741935,2024,3,2,11
Greens/EFA,166131,BUI,2024-03-13 17:43:14,60,1,2,9,63,FOR,60,0.0476190476190476,2024,3,2,11
ID,166131,BUI,2024-03-13 17:43:14,0,32,17,10,49,AGAINST,32,0.3469387755102041,2024,3,2,11
Renew,166131,BUI,2024-03-13 17:43:14,68,6,10,18,84,FOR,68,0.1904761904761904,2024,3,2,11
S&D,166131,BUI,2024-03-13 17:43:14,110,11,3,16,124,FOR,110,0.1129032258064516,2024,3,2,11
ECR,166133,COD,2024-03-12 13:15:01,34,14,12,8,60,FOR,34,0.4333333333333333,2024,3,1,11
EPP,166133,COD,2024-03-12 13:15:01,142,11,0,25,153,FOR,142,0.0718954248366012,2024,3,1,11
GUE/NGL,166133,COD,2024-03-12 13:15:01,31,1,0,5,32,FOR,31,0.03125,2024,3,1,11
Greens/EFA,166133,COD,2024-03-12 13:15:01,65,1,0,6,66,FOR,65,0.0151515151515151,2024,3,1,11
ID,166133,COD,2024-03-12 13:15:01,0,45,6,8,51,AGAINST,45,0.1176470588235294,2024,3,1,11
Renew,166133,COD,2024-03-12 13:15:01,80,5,2,15,87,FOR,80,0.0804597701149425,2024,3,1,11
S&D,166133,COD,2024-03-12 13:15:01,127,0,0,13,127,FOR,127,0.0,2024,3,1,11
ECR,166145,INI,2024-03-13 17:30:50,0,48,4,16,52,AGAINST,48,0.0769230769230768,2024,3,2,11
EPP,166145,INI,2024-03-13 17:30:50,9,132,6,31,147,AGAINST,132,0.1020408163265306,2024,3,2,11
GUE/NGL,166145,INI,2024-03-13 17:30:50,3,6,22,6,31,ABSTENTION,22,0.2903225806451612,2024,3,2,11
Greens/EFA,166145,INI,2024-03-13 17:30:50,59,0,2,11,61,FOR,59,0.0327868852459016,2024,3,2,11
ID,166145,INI,2024-03-13 17:30:50,0,34,16,9,50,AGAINST,34,0.3199999999999999,2024,3,2,11
Renew,166145,INI,2024-03-13 17:30:50,59,22,2,19,83,FOR,59,0.2891566265060241,2024,3,2,11
S&D,166145,INI,2024-03-13 17:30:50,113,5,3,19,121,FOR,113,0.0661157024793388,2024,3,2,11
ECR,166146,COD,2024-03-12 13:41:59,59,0,3,6,62,FOR,59,0.0483870967741935,2024,3,1,11
EPP,166146,COD,2024-03-12 13:41:59,149,1,0,28,150,FOR,149,0.0066666666666667,2024,3,1,11
GUE/NGL,166146,COD,2024-03-12 13:41:59,13,12,6,6,31,FOR,13,0.5806451612903225,2024,3,1,11
Greens/EFA,166146,COD,2024-03-12 13:41:59,63,0,0,9,63,FOR,63,0.0,2024,3,1,11
ID,166146,COD,2024-03-12 13:41:59,48,1,0,10,49,FOR,48,0.0204081632653061,2024,3,1,11
Renew,166146,COD,2024-03-12 13:41:59,86,0,0,16,86,FOR,86,0.0,2024,3,1,11
S&D,166146,COD,2024-03-12 13:41:59,123,3,0,14,126,FOR,123,0.0238095238095238,2024,3,1,11
ECR,166171,COD,2024-03-13 12:31:37,60,0,0,8,60,FOR,60,0.0,2024,3,2,11
EPP,166171,COD,2024-03-13 12:31:37,150,3,8,17,161,FOR,150,0.0683229813664596,2024,3,2,11
GUE/NGL,166171,COD,2024-03-13 12:31:37,32,0,0,5,32,FOR,32,0.0,2024,3,2,11
Greens/EFA,166171,COD,2024-03-13 12:31:37,64,0,0,8,64,FOR,64,0.0,2024,3,2,11
ID,166171,COD,2024-03-13 12:31:37,51,0,1,7,52,FOR,51,0.0192307692307692,2024,3,2,11
Renew,166171,COD,2024-03-13 12:31:37,86,1,1,14,88,FOR,86,0.0227272727272727,2024,3,2,11
S&D,166171,COD,2024-03-13 12:31:37,130,0,0,10,130,FOR,130,0.0,2024,3,2,11
ECR,166172,COD,2024-03-13 12:34:04,1,47,11,9,59,AGAINST,47,0.2033898305084746,2024,3,2,11
EPP,166172,COD,2024-03-13 12:34:04,147,9,3,19,159,FOR,147,0.0754716981132075,2024,3,2,11
GUE/NGL,166172,COD,2024-03-13 12:34:04,29,1,2,5,32,FOR,29,0.09375,2024,3,2,11
Greens/EFA,166172,COD,2024-03-13 12:34:04,63,0,0,9,63,FOR,63,0.0,2024,3,2,11
ID,166172,COD,2024-03-13 12:34:04,0,49,2,8,51,AGAINST,49,0.0392156862745097,2024,3,2,11
Renew,166172,COD,2024-03-13 12:34:04,85,0,5,12,90,FOR,85,0.0555555555555555,2024,3,2,11
S&D,166172,COD,2024-03-13 12:34:04,122,0,3,15,125,FOR,122,0.024,2024,3,2,11
ECR,166175,COD,2024-03-13 17:04:16,22,11,11,24,44,FOR,22,0.5,2024,3,2,11
EPP,166175,COD,2024-03-13 17:04:16,140,0,0,38,140,FOR,140,0.0,2024,3,2,11
GUE/NGL,166175,COD,2024-03-13 17:04:16,0,28,0,9,28,AGAINST,28,0.0,2024,3,2,11
Greens/EFA,166175,COD,2024-03-13 17:04:16,1,50,5,16,56,AGAINST,50,0.1071428571428571,2024,3,2,11
ID,166175,COD,2024-03-13 17:04:16,24,18,3,14,45,FOR,24,0.4666666666666667,2024,3,2,11
Renew,166175,COD,2024-03-13 17:04:16,71,9,3,19,83,FOR,71,0.144578313253012,2024,3,2,11
S&D,166175,COD,2024-03-13 17:04:16,31,60,14,35,105,AGAINST,60,0.4285714285714286,2024,3,2,11
ECR,166177,COD,2024-03-12 13:33:13,51,1,10,6,62,FOR,51,0.1774193548387096,2024,3,1,11
EPP,166177,COD,2024-03-12 13:33:13,150,0,2,26,152,FOR,150,0.0131578947368421,2024,3,1,11
GUE/NGL,166177,COD,2024-03-12 13:33:13,8,5,19,5,32,ABSTENTION,19,0.40625,2024,3,1,11
Greens/EFA,166177,COD,2024-03-12 13:33:13,64,0,1,7,65,FOR,64,0.0153846153846153,2024,3,1,11
ID,166177,COD,2024-03-12 13:33:13,3,2,41,13,46,ABSTENTION,41,0.108695652173913,2024,3,1,11
Renew,166177,COD,2024-03-12 13:33:13,87,0,0,15,87,FOR,87,0.0,2024,3,1,11
S&D,166177,COD,2024-03-12 13:33:13,126,1,0,13,127,FOR,126,0.0078740157480314,2024,3,1,11
ECR,166183,COD,2024-03-13 12:13:46,9,34,16,9,59,AGAINST,34,0.423728813559322,2024,3,2,11
EPP,166183,COD,2024-03-13 12:13:46,154,1,2,21,157,FOR,154,0.019108280254777,2024,3,2,11
GUE/NGL,166183,COD,2024-03-13 12:13:46,21,3,8,5,32,FOR,21,0.34375,2024,3,2,11
Greens/EFA,166183,COD,2024-03-13 12:13:46,63,1,0,8,64,FOR,63,0.015625,2024,3,2,11
ID,166183,COD,2024-03-13 12:13:46,0,36,17,6,53,AGAINST,36,0.3207547169811321,2024,3,2,11
Renew,166183,COD,2024-03-13 12:13:46,79,1,10,12,90,FOR,79,0.1222222222222222,2024,3,2,11
S&D,166183,COD,2024-03-13 12:13:46,125,0,5,10,130,FOR,125,0.0384615384615384,2024,3,2,11
ECR,166202,COD,2024-03-13 12:21:46,34,20,6,8,60,FOR,34,0.4333333333333333,2024,3,2,11
EPP,166202,COD,2024-03-13 12:21:46,154,6,2,16,162,FOR,154,0.0493827160493827,2024,3,2,11
GUE/NGL,166202,COD,2024-03-13 12:21:46,20,4,8,5,32,FOR,20,0.375,2024,3,2,11
Greens/EFA,166202,COD,2024-03-13 12:21:46,64,0,0,8,64,FOR,64,0.0,2024,3,2,11
ID,166202,COD,2024-03-13 12:21:46,0,52,0,7,52,AGAINST,52,0.0,2024,3,2,11
Renew,166202,COD,2024-03-13 12:21:46,74,13,2,13,89,FOR,74,0.1685393258426966,2024,3,2,11
S&D,166202,COD,2024-03-13 12:21:46,122,8,0,10,130,FOR,122,0.0615384615384615,2024,3,2,11
ECR,166226,COD,2024-03-12 13:40:42,2,16,44,6,62,ABSTENTION,44,0.2903225806451612,2024,3,1,11
EPP,166226,COD,2024-03-12 13:40:42,141,3,6,28,150,FOR,141,0.06,2024,3,1,11
GUE/NGL,166226,COD,2024-03-12 13:40:42,29,1,2,5,32,FOR,29,0.09375,2024,3,1,11
Greens/EFA,166226,COD,2024-03-12 13:40:42,64,0,0,8,64,FOR,64,0.0,2024,3,1,11
ID,166226,COD,2024-03-12 13:40:42,15,33,1,10,49,AGAINST,33,0.326530612244898,2024,3,1,11
Renew,166226,COD,2024-03-12 13:40:42,77,3,6,16,86,FOR,77,0.1046511627906976,2024,3,1,11
S&D,166226,COD,2024-03-12 13:40:42,124,0,2,14,126,FOR,124,0.0158730158730159,2024,3,1,11
ECR,166227,COD,2024-03-12 13:27:29,59,3,1,5,63,FOR,59,0.0634920634920634,2024,3,1,11
EPP,166227,COD,2024-03-12 13:27:29,151,0,1,26,152,FOR,151,0.006578947368421,2024,3,1,11
GUE/NGL,166227,COD,2024-03-12 13:27:29,8,7,16,6,31,ABSTENTION,16,0.4838709677419355,2024,3,1,11
Greens/EFA,166227,COD,2024-03-12 13:27:29,65,0,0,7,65,FOR,65,0.0,2024,3,1,11
ID,166227,COD,2024-03-12 13:27:29,44,0,7,8,51,FOR,44,0.1372549019607842,2024,3,1,11
Renew,166227,COD,2024-03-12 13:27:29,88,0,0,14,88,FOR,88,0.0,2024,3,1,11
