party,vote_id,procedure_type,timestamp,num_for,num_against,num_abstention,num_no_votes,total_votes,majority_col,majority_votes,percent_dissent
Non-attached,133938,RSP,2021-06-10T15:55:25,26,6,5,1,37,FOR,26,0.29729729729729726
Renew,133938,RSP,2021-06-10T15:55:25,98,0,0,0,98,FOR,98,0.0
S&D,133938,RSP,2021-06-10T15:55:25,139,0,0,7,139,FOR,139,0.0
ECR,133940,RSP,2021-06-10T11:51:10,55,0,5,1,60,FOR,55,0.08333333333333337
EPP,133940,RSP,2021-06-10T11:51:10,172,0,0,6,172,FOR,172,0.0
GUE/NGL,133940,RSP,2021-06-10T11:51:10,34,0,5,0,39,FOR,34,0.1282051282051282
Greens/EFA,133940,RSP,2021-06-10T11:51:10,71,0,0,2,71,FOR,71,0.0
ID,133940,RSP,2021-06-10T11:51:10,67,2,1,2,70,FOR,67,0.042857142857142816
Non-attached,133940,RSP,2021-06-10T11:51:10,34,2,1,1,37,FOR,34,0.08108108108108103
Renew,133940,RSP,2021-06-10T11:51:10,96,0,0,2,96,FOR,96,0.0
S&D,133940,RSP,2021-06-10T11:51:10,141,0,0,5,141,FOR,141,0.0
ECR,133941,RSP,2021-06-10T11:51:10,0,56,4,1,60,AGAINST,56,0.06666666666666665
EPP,133941,RSP,2021-06-10T11:51:10,151,3,16,8,170,FOR,151,0.11176470588235299
GUE/NGL,133941,RSP,2021-06-10T11:51:10,33,2,4,0,39,FOR,33,0.15384615384615385
Greens/EFA,133941,RSP,2021-06-10T11:51:10,71,0,0,2,71,FOR,71,0.0
ID,133941,RSP,2021-06-10T11:51:10,0,68,2,2,70,AGAINST,68,0.02857142857142858
Non-attached,133941,RSP,2021-06-10T11:51:10,16,20,1,1,37,AGAINST,20,0.45945945945945943
Renew,133941,RSP,2021-06-10T11:51:10,96,0,0,2,96,FOR,96,0.0
S&D,133941,RSP,2021-06-10T11:51:10,139,1,1,5,141,FOR,139,0.014184397163120588
ECR,133942,RSP,2021-06-10T11:51:10,1,57,2,1,60,AGAINST,57,0.050000000000000044
EPP,133942,RSP,2021-06-10T11:51:10,172,0,0,6,172,FOR,172,0.0
GUE/NGL,133942,RSP,2021-06-10T11:51:10,16,18,5,0,39,AGAINST,18,0.5384615384615384
Greens/EFA,133942,RSP,2021-06-10T11:51:10,71,0,0,2,71,FOR,71,0.0
ID,133942,RSP,2021-06-10T11:51:10,0,70,0,2,70,AGAINST,70,0.0
Non-attached,133942,RSP,2021-06-10T11:51:10,17,18,2,1,37,AGAINST,18,0.5135135135135135
Renew,133942,RSP,2021-06-10T11:51:10,96,0,0,2,96,FOR,96,0.0
S&D,133942,RSP,2021-06-10T11:51:10,141,0,0,5,141,FOR,141,0.0
ECR,134041,APP,2021-06-23T19:50:12,15,4,44,0,63,ABSTENTION,44,0.3015873015873016
EPP,134041,APP,2021-06-23T19:50:12,166,1,4,6,171,FOR,166,0.0292397660818714
GUE/NGL,134041,APP,2021-06-23T19:50:12,39,0,0,0,39,FOR,39,0.0
Greens/EFA,134041,APP,2021-06-23T19:50:12,73,0,0,0,73,FOR,73,0.0
ID,134041,APP,2021-06-23T19:50:12,57,2,10,2,69,FOR,57,0.17391304347826086
Non-attached,134041,APP,2021-06-23T19:50:12,33,2,3,0,38,FOR,33,0.13157894736842102
Renew,134041,APP,2021-06-23T19:50:12,98,0,0,0,98,FOR,98,0.0
S&D,134041,APP,2021-06-23T19:50:12,142,0,0,4,142,FOR,142,0.0
ECR,134333,INI,2021-06-23T19:50:12,5,10,48,0,63,ABSTENTION,48,0.23809523809523814
EPP,134333,INI,2021-06-23T19:50:12,162,1,8,6,171,FOR,162,0.052631578947368474
GUE/NGL,134333,INI,2021-06-23T19:50:12,0,1,38,0,39,ABSTENTION,38,0.02564102564102566
Greens/EFA,134333,INI,2021-06-23T19:50:12,9,0,63,1,72,ABSTENTION,63,0.125
ID,134333,INI,2021-06-23T19:50:12,0,23,46,2,69,ABSTENTION,46,0.33333333333333337
Non-attached,134333,INI,2021-06-23T19:50:12,27,5,6,0,38,FOR,27,0.2894736842105263
Renew,134333,INI,2021-06-23T19:50:12,98,0,0,0,98,FOR,98,0.0
S&D,134333,INI,2021-06-23T19:50:12,142,0,0,4,142,FOR,142,0.0
ECR,134346,COD,2021-06-24T16:51:12,63,0,0,0,63,FOR,63,0.0
EPP,134346,COD,2021-06-24T16:51:12,173,0,0,4,173,FOR,173,0.0
GUE/NGL,134346,COD,2021-06-24T16:51:12,39,0,0,0,39,FOR,39,0.0
Greens/EFA,134346,COD,2021-06-24T16:51:12,71,0,0,2,71,FOR,71,0.0
ID,134346,COD,2021-06-24T16:51:12,69,1,0,1,70,FOR,69,0.014285714285714235
Non-attached,134346,COD,2021-06-24T16:51:12,34,1,2,1,37,FOR,34,0.08108108108108103
Renew,134346,COD,2021-06-24T16:51:12,97,0,0,1,97,FOR,97,0.0
S&D,134346,COD,2021-06-24T16:51:12,141,0,0,5,141,FOR,141,0.0
ECR,134347,INI,2021-06-24T16:51:12,0,58,5,0,63,AGAINST,58,0.07936507936507942
EPP,134347,INI,2021-06-24T16:51:12,157,3,12,5,172,FOR,157,0.08720930232558144
GUE/NGL,134347,INI,2021-06-24T16:51:12,31,2,6,0,39,FOR,31,0.20512820512820518
Greens/EFA,134347,INI,2021-06-24T16:51:12,71,0,0,2,71,FOR,71,0.0
ID,134347,INI,2021-06-24T16:51:12,0,69,1,1,70,AGAINST,69,0.014285714285714235
Non-attached,134347,INI,2021-06-24T16:51:12,14,20,3,1,37,AGAINST,20,0.45945945945945943
Renew,134347,INI,2021-06-24T16:51:12,97,0,0,1,97,FOR,97,0.0
S&D,134347,INI,2021-06-24T16:51:12,139,0,1,6,140,FOR,139,0.0071428571428571175
ECR,134348,INI,2021-06-24T16:51:12,0,52,11,0,63,AGAINST,52,0.17460317460317465
EPP,134348,INI,2021-06-24T16:51:12,36,113,18,10,167,AGAINST,113,0.32335329341317365
GUE/NGL,134348,INI,2021-06-24T16:51:12,38,0,0,1,38,FOR,38,0.0
Greens/EFA,134348,INI,2021-06-24T16:51:12,67,0,3,3,70,FOR,67,0.042857142857142816
ID,134348,INI,2021-06-24T16:51:12,1,68,1,1,70,AGAINST,68,0.02857142857142858
Non-attached,134348,INI,2021-06-24T16:51:12,13,20,4,1,37,AGAINST,20,0.45945945945945943
Renew,134348,INI,2021-06-24T16:51:12,95,0,2,1,97,FOR,95,0.020618556701030966
S&D,134348,INI,2021-06-24T16:51:12,128,2,3,13,133,FOR,128,0.03759398496240607
ECR,134349,RSP,2021-06-24T16:51:12,4,49,10,0,63,AGAINST,49,0.2222222222222222
EPP,134349,RSP,2021-06-24T16:51:12,86,48,38,5,172,FOR,86,0.5
GUE/NGL,134349,RSP,2021-06-24T16:51:12,38,0,0,1,38,FOR,38,0.0
Greens/EFA,134349,RSP,2021-06-24T16:51:12,70,0,1,2,71,FOR,70,0.014084507042253502
ID,134349,RSP,2021-06-24T16:51:12,2,67,1,1,70,AGAINST,67,0.042857142857142816
Non-attached,134349,RSP,2021-06-24T16:51:12,14,17,6,1,37,AGAINST,17,0.5405405405405406
Renew,134349,RSP,2021-06-24T16:51:12,97,0,0,1,97,FOR,97,0.0
S&D,134349,RSP,2021-06-24T16:51:12,133,1,1,11,135,FOR,133,0.014814814814814836
ECR,134350,INI,2021-06-24T16:51:12,17,3,43,0,63,ABSTENTION,43,0.31746031746031744
EPP,134350,INI,2021-06-24T16:51:12,172,0,1,4,173,FOR,172,0.005780346820809301
GUE/NGL,134350,INI,2021-06-24T16:51:12,33,2,4,0,39,FOR,33,0.15384615384615385
Greens/EFA,134350,INI,2021-06-24T16:51:12,71,0,0,2,71,FOR,71,0.0
ID,134350,INI,2021-06-24T16:51:12,55,13,2,1,70,FOR,55,0.2142857142857143
Non-attached,134350,INI,2021-06-24T16:51:12,34,2,1,1,37,FOR,34,0.08108108108108103
Renew,134350,INI,2021-06-24T16:51:12,97,0,0,1,97,FOR,97,0.0
S&D,134350,INI,2021-06-24T16:51:12,141,0,0,5,141,FOR,141,0.0
ECR,134351,INI,2021-06-24T16:51:12,1,6,56,0,63,ABSTENTION,56,0.11111111111111116
EPP,134351,INI,2021-06-24T16:51:12,152,5,14,6,171,FOR,152,0.11111111111111116
GUE/NGL,134351,INI,2021-06-24T16:51:12,1,7,31,0,39,ABSTENTION,31,0.20512820512820518
Greens/EFA,134351,INI,2021-06-24T16:51:12,70,0,1,2,71,FOR,70,0.014084507042253502
ID,134351,INI,2021-06-24T16:51:12,0,45,25,1,70,AGAINST,45,0.3571428571428571
Non-attached,134351,INI,2021-06-24T16:51:12,26,5,6,1,37,FOR,26,0.29729729729729726
Renew,134351,INI,2021-06-24T16:51:12,97,0,0,1,97,FOR,97,0.0
S&D,134351,INI,2021-06-24T16:51:12,136,5,0,5,141,FOR,136,0.03546099290780147
ECR,134869,CNS,2021-07-06T22:11:22,27,14,21,1,62,FOR,27,0.564516129032258
EPP,134869,CNS,2021-07-06T22:11:22,168,0,5,4,173,FOR,168,0.028901734104046284
GUE/NGL,134869,CNS,2021-07-06T22:11:22,31,2,6,0,39,FOR,31,0.20512820512820518
Greens/EFA,134869,CNS,2021-07-06T22:11:22,71,0,0,2,71,FOR,71,0.0
ID,134869,CNS,2021-07-06T22:11:22,0,23,47,1,70,ABSTENTION,47,0.3285714285714286
Non-attached,134869,CNS,2021-07-06T22:11:22,29,4,4,1,37,FOR,29,0.21621621621621623
Renew,134869,CNS,2021-07-06T22:11:22,98,0,0,0,98,FOR,98,0.0
S&D,134869,CNS,2021-07-06T22:11:22,137,0,5,4,142,FOR,137,0.035211267605633756
ECR,134870,REG,2021-07-06T22:11:22,2,58,2,1,62,AGAINST,58,0.06451612903225812
EPP,134870,REG,2021-07-06T22:11:22,5,4,161,7,170,ABSTENTION,161,0.05294117647058827
GUE/NGL,134870,REG,2021-07-06T22:11:22,35,0,4,0,39,FOR,35,0.10256410256410253
Greens/EFA,134870,REG,2021-07-06T22:11:22,67,4,0,2,71,FOR,67,0.05633802816901412
ID,134870,REG,2021-07-06T22:11:22,0,45,25,1,70,AGAINST,45,0.3571428571428571
Non-attached,134870,REG,2021-07-06T22:11:22,16,14,7,1,37,FOR,16,0.5675675675675675
Renew,134870,REG,2021-07-06T22:11:22,87,0,11,0,98,FOR,87,0.11224489795918369
S&D,134870,REG,2021-07-06T22:11:22,141,0,1,4,142,FOR,141,0.007042253521126751
ECR,134871,INI,2021-07-06T22:11:22,9,11,42,1,62,ABSTENTION,42,0.32258064516129037
EPP,134871,INI,2021-07-06T22:11:22,173,0,0,4,173,FOR,173,0.0
GUE/NGL,134871,INI,2021-07-06T22:11:22,34,0,5,0,39,FOR,34,0.1282051282051282
Greens/EFA,134871,INI,2021-07-06T22:11:22,71,0,0,2,71,FOR,71,0.0
ID,134871,INI,2021-07-06T22:11:22,25,45,0,1,70,AGAINST,45,0.3571428571428571
Non-attached,134871,INI,2021-07-06T22:11:22,31,6,0,1,37,FOR,31,0.16216216216216217
Renew,134871,INI,2021-07-06T22:11:22,97,0,1,0,98,FOR,97,0.010204081632653073
S&D,134871,INI,2021-07-06T22:11:22,142,0,0,4,142,FOR,142,0.0
ECR,134872,INI,2021-07-06T22:11:22,2,10,50,1,62,ABSTENTION,50,0.19354838709677424
EPP,134872,INI,2021-07-06T22:11:22,171,0,2,4,173,FOR,171,0.011560693641618491
GUE/NGL,134872,INI,2021-07-06T22:11:22,38,0,1,0,39,FOR,38,0.02564102564102566
Greens/EFA,134872,INI,2021-07-06T22:11:22,70,0,1,2,71,FOR,70,0.014084507042253502
ID,134872,INI,2021-07-06T22:11:22,3,66,1,1,70,AGAINST,66,0.05714285714285716
Non-attached,134872,INI,2021-07-06T22:11:22,18,6,13,1,37,FOR,18,0.5135135135135135
Renew,134872,INI,2021-07-06T22:11:22,98,0,0,0,98,FOR,98,0.0
S&D,134872,INI,2021-07-06T22:11:22,142,0,0,4,142,FOR,142,0.0
ECR,134873,RSP,2021-07-06T22:11:22,43,18,1,1,62,FOR,43,0.30645161290322576
EPP,134873,RSP,2021-07-06T22:11:22,55,117,1,4,173,AGAINST,117,0.32369942196531787
GUE/NGL,134873,RSP,2021-07-06T22:11:22,39,0,0,0,39,FOR,39,0.0
Greens/EFA,134873,RSP,2021-07-06T22:11:22,71,0,0,2,71,FOR,71,0.0
ID,134873,RSP,2021-07-06T22:11:22,55,11,4,1,70,FOR,55,0.2142857142857143
Non-attached,134873,RSP,2021-07-06T22:11:22,34,2,1,1,37,FOR,34,0.08108108108108103
Renew,134873,RSP,2021-07-06T22:11:22,44,49,5,0,98,AGAINST,49,0.5
S&D,134873,RSP,2021-07-06T22:11:22,129,2,11,4,142,FOR,129,0.09154929577464788
ECR,134874,RSP,2021-07-06T22:11:22,42,19,1,1,62,FOR,42,0.32258064516129037
EPP,134874,RSP,2021-07-06T22:11:22,56,116,1,4,173,AGAINST,116,0.32947976878612717
GUE/NGL,134874,RSP,2021-07-06T22:11:22,39,0,0,0,39,FOR,39,0.0
Greens/EFA,134874,RSP,2021-07-06T22:11:22,71,0,0,2,71,FOR,71,0.0
ID,134874,RSP,2021-07-06T22:11:22,55,11,4,1,70,FOR,55,0.2142857142857143
Non-attached,134874,RSP,2021-07-06T22:11:22,34,2,1,1,37,FOR,34,0.08108108108108103
Renew,134874,RSP,2021-07-06T22:11:22,44,49,5,0,98,AGAINST,49,0.5
S&D,134874,RSP,2021-07-06T22:11:22,129,2,11,4,142,FOR,129,0.09154929577464788
ECR,134875,RSP,2021-07-06T22:11:22,42,19,1,1,62,FOR,42,0.32258064516129037
EPP,134875,RSP,2021-07-06T22:11:22,47,125,1,4,173,AGAINST,125,0.2774566473988439
GUE/NGL,134875,RSP,2021-07-06T22:11:22,39,0,0,0,39,FOR,39,0.0
Greens/EFA,134875,RSP,2021-07-06T22:11:22,71,0,0,2,71,FOR,71,0.0
ID,134875,RSP,2021-07-06T22:11:22,56,11,3,1,70,FOR,56,0.19999999999999996
Non-attached,134875,RSP,2021-07-06T22:11:22,34,2,1,1,37,FOR,34,0.08108108108108103
Renew,134875,RSP,2021-07-06T22:11:22,52,41,5,0,98,FOR,52,0.4693877551020408
S&D,134875,RSP,2021-07-06T22:11:22,129,2,11,4,142,FOR,129,0.09154929577464788
ECR,134877,INI,2021-07-06T22:11:22,6,4,52,1,62,ABSTENTION,52,0.16129032258064513
EPP,134877,INI,2021-07-06T22:11:22,168,0,5,4,173,FOR,168,0.028901734104046284
GUE/NGL,134877,INI,2021-07-06T22:11:22,37,2,0,0,39,FOR,37,0.05128205128205132
Greens/EFA,134877,INI,2021-07-06T22:11:22,71,0,0,2,71,FOR,71,0.0
ID,134877,INI,2021-07-06T22:11:22,1,25,44,1,70,ABSTENTION,44,0.37142857142857144
Non-attached,134877,INI,2021-07-06T22:11:22,20,3,14,1,37,FOR,20,0.45945945945945943
Renew,134877,INI,2021-07-06T22:11:22,93,0,5,0,98,FOR,93,0.05102040816326525
S&D,134877,INI,2021-07-06T22:11:22,138,0,4,4,142,FOR,138,0.028169014084507005
ECR,134878,INI,2021-07-06T22:11:22,32,2,28,1,62,FOR,32,0.4838709677419355
EPP,134878,INI,2021-07-06T22:11:22,173,0,0,4,173,FOR,173,0.0
GUE/NGL,134878,INI,2021-07-06T22:11:22,34,3,2,0,39,FOR,34,0.1282051282051282
Greens/EFA,134878,INI,2021-07-06T22:11:22,2,5,64,2,71,ABSTENTION,64,0.09859154929577463
ID,134878,INI,2021-07-06T22:11:22,40,2,28,1,70,FOR,40,0.4285714285714286
Non-attached,134878,INI,2021-07-06T22:11:22,22,3,12,1,37,FOR,22,0.4054054054054054
Renew,134878,INI,2021-07-06T22:11:22,69,6,23,0,98,FOR,69,0.29591836734693877
S&D,134878,INI,2021-07-06T22:11:22,140,0,2,4,142,FOR,140,0.014084507042253502
ECR,134905,RSP,2021-07-06T22:11:22,42,19,1,1,62,FOR,42,0.32258064516129037
EPP,134905,RSP,2021-07-06T22:11:22,47,125,1,4,173,AGAINST,125,0.2774566473988439
GUE/NGL,134905,RSP,2021-07-06T22:11:22,39,0,0,0,39,FOR,39,0.0
Greens/EFA,134905,RSP,2021-07-06T22:11:22,71,0,0,2,71,FOR,71,0.0
ID,134905,RSP,2021-07-06T22:11:22,56,11,3,1,70,FOR,56,0.19999999999999996
Non-attached,134905,RSP,2021-07-06T22:11:22,34,2,1,1,37,FOR,34,0.08108108108108103
Renew,134905,RSP,2021-07-06T22:11:22,52,41,5,0,98,FOR,52,0.4693877551020408
S&D,134905,RSP,2021-07-06T22:11:22,129,2,11,4,142,FOR,129,0.09154929577464788
ECR,134945,INI,2021-07-07T15:27:27,0,60,3,0,63,AGAINST,60,0.04761904761904767
EPP,134945,INI,2021-07-07T15:27:27,173,1,1,2,175,FOR,173,0.011428571428571455
GUE/NGL,134945,INI,2021-07-07T15:27:27,37,2,0,0,39,FOR,37,0.05128205128205132
Greens/EFA,134945,INI,2021-07-07T15:27:27,69,0,0,4,69,FOR,69,0.0
ID,134945,INI,2021-07-07T15:27:27,0,44,27,0,71,AGAINST,44,0.3802816901408451
Non-attached,134945,INI,2021-07-07T15:27:27,17,18,2,1,37,AGAINST,18,0.5135135135135135
Renew,134945,INI,2021-07-07T15:27:27,98,0,0,0,98,FOR,98,0.0
S&D,134945,INI,2021-07-07T15:27:27,143,0,0,3,143,FOR,143,0.0
ECR,134946,INI,2021-07-07T15:27:27,56,4,3,0,63,FOR,56,0.11111111111111116
EPP,134946,INI,2021-07-07T15:27:27,168,0,6,3,174,FOR,168,0.03448275862068961
GUE/NGL,134946,INI,2021-07-07T15:27:27,0,33,6,0,39,AGAINST,33,0.15384615384615385
Greens/EFA,134946,INI,2021-07-07T15:27:27,4,9,56,4,69,ABSTENTION,56,0.18840579710144922
ID,134946,INI,2021-07-07T15:27:27,28,29,14,0,71,AGAINST,29,0.5915492957746479
Non-attached,134946,INI,2021-07-07T15:27:27,24,8,4,2,36,FOR,24,0.33333333333333337
Renew,134946,INI,2021-07-07T15:27:27,97,0,1,0,98,FOR,97,0.010204081632653073
S&D,134946,INI,2021-07-07T15:27:27,116,7,13,10,136,FOR,116,0.1470588235294118
ECR,134947,INI,2021-07-07T15:27:27,0,12,51,0,63,ABSTENTION,51,0.19047619047619047
EPP,134947,INI,2021-07-07T15:27:27,163,6,6,2,175,FOR,163,0.06857142857142862
GUE/NGL,134947,INI,2021-07-07T15:27:27,7,11,21,0,39,ABSTENTION,21,0.46153846153846156
Greens/EFA,134947,INI,2021-07-07T15:27:27,69,0,0,4,69,FOR,69,0.0
ID,134947,INI,2021-07-07T15:27:27,1,66,4,0,71,AGAINST,66,0.07042253521126762
Non-attached,134947,INI,2021-07-07T15:27:27,28,3,6,1,37,FOR,28,0.2432432432432432
Renew,134947,INI,2021-07-07T15:27:27,71,5,22,0,98,FOR,71,0.2755102040816326
S&D,134947,INI,2021-07-07T15:27:27,140,0,3,3,143,FOR,140,0.020979020979020935
ECR,134949,INI,2021-07-07T21:51:18,0,58,5,0,63,AGAINST,58,0.07936507936507942
EPP,134949,INI,2021-07-07T21:51:18,170,1,2,4,173,FOR,170,0.017341040462427793
GUE/NGL,134949,INI,2021-07-07T21:51:18,33,2,4,0,39,FOR,33,0.15384615384615385
Greens/EFA,134949,INI,2021-07-07T21:51:18,71,0,0,2,71,FOR,71,0.0
ID,134949,INI,2021-07-07T21:51:18,1,70,0,0,71,AGAINST,70,0.014084507042253502
Non-attached,134949,INI,2021-07-07T21:51:18,17,18,2,1,37,AGAINST,18,0.5135135135135135
Renew,134949,INI,2021-07-07T21:51:18,97,0,0,1,97,FOR,97,0.0
S&D,134949,INI,2021-07-07T21:51:18,140,1,1,4,142,FOR,140,0.014084507042253502
ECR,134950,RSP,2021-07-07T21:51:18,57,3,2,1,62,FOR,57,0.08064516129032262
EPP,134950,RSP,2021-07-07T21:51:18,172,1,0,4,173,FOR,172,0.005780346820809301
GUE/NGL,134950,RSP,2021-07-07T21:51:18,9,10,20,0,39,ABSTENTION,20,0.4871794871794872
Greens/EFA,134950,RSP,2021-07-07T21:51:18,70,1,0,2,71,FOR,70,0.014084507042253502
ID,134950,RSP,2021-07-07T21:51:18,25,39,7,0,71,AGAINST,39,0.45070422535211263
Non-attached,134950,RSP,2021-07-07T21:51:18,17,18,1,2,36,AGAINST,18,0.5
Renew,134950,RSP,2021-07-07T21:51:18,96,0,1,1,97,FOR,96,0.010309278350515427
S&D,134950,RSP,2021-07-07T21:51:18,138,1,2,5,141,FOR,138,0.021276595744680882
ECR,134951,INI,2021-07-07T21:51:18,3,50,10,0,63,AGAINST,50,0.2063492063492064
EPP,134951,INI,2021-07-07T21:51:18,163,2,8,4,173,FOR,163,0.05780346820809246
GUE/NGL,134951,INI,2021-07-07T21:51:18,8,2,29,0,39,ABSTENTION,29,0.2564102564102564
Greens/EFA,134951,INI,2021-07-07T21:51:18,71,0,0,2,71,FOR,71,0.0
ID,134951,INI,2021-07-07T21:51:18,0,71,0,0,71,AGAINST,71,0.0
Non-attached,134951,INI,2021-07-07T21:51:18,29,7,1,1,37,FOR,29,0.21621621621621623
Renew,134951,INI,2021-07-07T21:51:18,93,1,3,1,97,FOR,93,0.04123711340206182
S&D,134951,INI,2021-07-07T21:51:18,138,1,3,4,142,FOR,138,0.028169014084507005
ECR,135091,RSO,2021-07-08T15:53:14.480000,62,0,0,1,62,FOR,62,0.0
EPP,135091,RSO,2021-07-08T15:53:14.480000,173,0,0,5,173,FOR,173,0.0
GUE/NGL,135091,RSO,2021-07-08T15:53:14.480000,39,0,0,0,39,FOR,39,0.0
Greens/EFA,135091,RSO,2021-07-08T15:53:14.480000,71,0,0,2,71,FOR,71,0.0
ID,135091,RSO,2021-07-08T15:53:14.480000,67,3,0,1,70,FOR,67,0.042857142857142816
Non-attached,135091,RSO,2021-07-08T15:53:14.480000,30,0,5,2,35,FOR,30,0.1428571428571429
Renew,135091,RSO,2021-07-08T15:53:14.480000,98,0,0,0,98,FOR,98,0.0
S&D,135091,RSO,2021-07-08T15:53:14.480000,140,0,0,6,140,FOR,140,0.0
ECR,135092,RSP,2021-07-08T15:53:14.480000,56,0,6,1,62,FOR,56,0.09677419354838712
EPP,135092,RSP,2021-07-08T15:53:14.480000,173,0,0,5,173,FOR,173,0.0
GUE/NGL,135092,RSP,2021-07-08T15:53:14.480000,31,4,3,1,38,FOR,31,0.1842105263157895
Greens/EFA,135092,RSP,2021-07-08T15:53:14.480000,71,0,0,2,71,FOR,71,0.0
ID,135092,RSP,2021-07-08T15:53:14.480000,67,1,2,1,70,FOR,67,0.042857142857142816
Non-attached,135092,RSP,2021-07-08T15:53:14.480000,31,0,4,2,35,FOR,31,0.11428571428571432
Renew,135092,RSP,2021-07-08T15:53:14.480000,98,0,0,0,98,FOR,98,0.0
S&D,135092,RSP,2021-07-08T15:53:14.480000,139,0,1,6,140,FOR,139,0.0071428571428571175
ECR,135093,RSP,2021-07-08T15:53:14.480000,56,0,6,1,62,FOR,56,0.09677419354838712
EPP,135093,RSP,2021-07-08T15:53:14.480000,153,0,14,11,167,FOR,153,0.08383233532934131
GUE/NGL,135093,RSP,2021-07-08T15:53:14.480000,8,11,20,0,39,ABSTENTION,20,0.4871794871794872
Greens/EFA,135093,RSP,2021-07-08T15:53:14.480000,70,0,1,2,71,FOR,70,0.014084507042253502
ID,135093,RSP,2021-07-08T15:53:14.480000,39,2,29,1,70,FOR,39,0.44285714285714284
Non-attached,135093,RSP,2021-07-08T15:53:14.480000,17,16,2,2,35,FOR,17,0.5142857142857142
Renew,135093,RSP,2021-07-08T15:53:14.480000,98,0,0,0,98,FOR,98,0.0
S&D,135093,RSP,2021-07-08T15:53:14.480000,137,0,1,8,138,FOR,137,0.007246376811594235
ECR,135094,RSP,2021-07-08T15:53:14.480000,57,1,3,2,61,FOR,57,0.06557377049180324
EPP,135094,RSP,2021-07-08T15:53:14.480000,173,0,0,5,173,FOR,173,0.0
GUE/NGL,135094,RSP,2021-07-08T15:53:14.480000,37,0,2,0,39,FOR,37,0.05128205128205132
Greens/EFA,135094,RSP,2021-07-08T15:53:14.480000,71,0,0,2,71,FOR,71,0.0
ID,135094,RSP,2021-07-08T15:53:14.480000,53,1,16,1,70,FOR,53,0.24285714285714288
Non-attached,135094,RSP,2021-07-08T15:53:14.480000,32,1,2,2,35,FOR,32,0.08571428571428574
Renew,135094,RSP,2021-07-08T15:53:14.480000,98,0,0,0,98,FOR,98,0.0
S&D,135094,RSP,2021-07-08T15:53:14.480000,140,0,0,6,140,FOR,140,0.0
ECR,135096,RSP,2021-07-08T15:53:14.480000,59,0,3,1,62,FOR,59,0.048387096774193505
EPP,135096,RSP,2021-07-08T15:53:14.480000,173,0,0,5,173,FOR,173,0.0
GUE/NGL,135096,RSP,2021-07-08T15:53:14.480000,20,13,6,0,39,FOR,20,0.4871794871794872
Greens/EFA,135096,RSP,2021-07-08T15:53:14.480000,70,0,1,2,71,FOR,70,0.014084507042253502
ID,135096,RSP,2021-07-08T15:53:14.480000,41,2,27,1,70,FOR,41,0.41428571428571426
Non-attached,135096,RSP,2021-07-08T15:53:14.480000,28,4,3,2,35,FOR,28,0.19999999999999996
Renew,135096,RSP,2021-07-08T15:53:14.480000,98,0,0,0,98,FOR,98,0.0
S&D,135096,RSP,2021-07-08T15:53:14.480000,140,0,0,6,140,FOR,140,0.0
ECR,135097,RSP,2021-07-08T15:53:14.480000,22,0,40,1,62,ABSTENTION,40,0.3548387096774194
EPP,135097,RSP,2021-07-08T15:53:14.480000,166,0,4,8,170,FOR,166,0.02352941176470591
GUE/NGL,135097,RSP,2021-07-08T15:53:14.480000,39,0,0,0,39,FOR,39,0.0
Greens/EFA,135097,RSP,2021-07-08T15:53:14.480000,71,0,0,2,71,FOR,71,0.0
ID,135097,RSP,2021-07-08T15:53:14.480000,50,1,19,1,70,FOR,50,0.2857142857142857
Non-attached,135097,RSP,2021-07-08T15:53:14.480000,21,1,1,14,23,FOR,21,0.08695652173913049
Renew,135097,RSP,2021-07-08T15:53:14.480000,95,0,3,0,98,FOR,95,0.030612244897959218
S&D,135097,RSP,2021-07-08T15:53:14.480000,139,0,0,7,139,FOR,139,0.0
ECR,135098,RSP,2021-07-08T15:53:14.480000,13,7,42,1,62,ABSTENTION,42,0.32258064516129037
EPP,135098,RSP,2021-07-08T15:53:14.480000,161,11,1,5,173,FOR,161,0.06936416184971095
GUE/NGL,135098,RSP,2021-07-08T15:53:14.480000,39,0,0,0,39,FOR,39,0.0
Greens/EFA,135098,RSP,2021-07-08T15:53:14.480000,71,0,0,2,71,FOR,71,0.0
ID,135098,RSP,2021-07-08T15:53:14.480000,35,1,34,1,70,FOR,35,0.5
Non-attached,135098,RSP,2021-07-08T15:53:14.480000,31,2,2,2,35,FOR,31,0.11428571428571432
Renew,135098,RSP,2021-07-08T15:53:14.480000,98,0,0,0,98,FOR,98,0.0
S&D,135098,RSP,2021-07-08T15:53:14.480000,140,0,0,6,140,FOR,140,0.0
ECR,135099,RSP,2021-07-08T15:53:14.480000,4,48,10,1,62,AGAINST,48,0.22580645161290325
EPP,135099,RSP,2021-07-08T15:53:14.480000,113,12,41,12,166,FOR,113,0.3192771084337349
GUE/NGL,135099,RSP,2021-07-08T15:53:14.480000,38,0,0,1,38,FOR,38,0.0
Greens/EFA,135099,RSP,2021-07-08T15:53:14.480000,69,0,1,3,70,FOR,69,0.014285714285714235
ID,135099,RSP,2021-07-08T15:53:14.480000,1,69,0,1,70,AGAINST,69,0.014285714285714235
Non-attached,135099,RSP,2021-07-08T15:53:14.480000,13,17,5,2,35,AGAINST,17,0.5142857142857142
Renew,135099,RSP,2021-07-08T15:53:14.480000,96,0,1,1,97,FOR,96,0.010309278350515427
