id,first_name,last_name,party,party_code,agreed,dissented,did_not_vote,total_votes,percent_agree_current,percent_show_up,country,European People’s Party percentage,Renew Europe percentage,Progressive Alliance of Socialists and Democrats percentage,European Conservatives and Reformists percentage,Non-attached Members percentage,Europe of Sovereign Nations percentage,The Left in the European Parliament – GUE/NGL percentage,Greens/European Free Alliance percentage,Patriots for Europe percentage,Identity and Democracy percentage
197718,Nicolás,González Casares,Progressive Alliance of Socialists and Democrats,SD,625,1116,103,1844,33.893709327548805,94.41431670281996,Spain,31.39913232104121,33.13449023861171,33.893709327548805,23.10195227765727,24.132321041214748,1.193058568329718,23.806941431670282,28.9587852494577,1.8980477223427332,12.58134490238612
125027,Esteban,González Pons,European People’s Party,EPP,143,821,349,1313,10.891089108910892,73.41964965727342,Spain,10.891089108910892,10.281797410510283,9.748667174409748,7.53998476770754,5.407463823305408,1.6755521706016754,6.397562833206398,8.377760853008377,2.8941355674028943,2.437166793602437
257059,Bruno,Gonçalves,Progressive Alliance of Socialists and Democrats,SD,83,60,19,162,51.23456790123457,88.27160493827161,Portugal,45.06172839506173,48.148148148148145,51.23456790123457,35.80246913580247,22.839506172839506,12.962962962962962,34.5679012345679,45.67901234567901,22.839506172839506,0.0
257079,Sérgio,Gonçalves,Progressive Alliance of Socialists and Democrats,SD,95,63,4,162,58.64197530864198,97.53086419753086,Portugal,53.086419753086425,56.17283950617284,58.64197530864198,40.74074074074074,25.925925925925924,14.814814814814813,37.65432098765432,50.0,26.543209876543212,0.0
257102,Giorgio,Gori,Progressive Alliance of Socialists and Democrats,SD,90,54,18,162,55.55555555555556,88.88888888888889,Italy,49.382716049382715,51.85185185185185,55.55555555555556,37.03703703703704,22.839506172839506,12.962962962962962,34.5679012345679,47.53086419753087,22.839506172839506,0.0
257055,Małgorzata,Gosiewska,European Conservatives and Reformists,ECR,88,72,2,162,54.32098765432099,98.76543209876543,Poland,39.50617283950617,40.123456790123456,40.74074074074074,54.32098765432099,30.246913580246915,25.308641975308642,32.098765432098766,37.03703703703704,37.65432098765432,0.0
97399,Dirk,Gotink,European People’s Party,EPP,91,67,4,162,56.17283950617284,97.53086419753086,Netherlands,56.17283950617284,53.086419753086425,50.0,38.88888888888889,24.074074074074073,14.19753086419753,33.33333333333333,43.20987654320987,25.308641975308642,0.0
204419,Sandro,Gozi,Renew Europe,RENEW,667,1138,39,1844,36.17136659436009,97.88503253796095,France,34.273318872017356,36.17136659436009,35.57483731019523,25.16268980477224,26.247288503253795,1.3557483731019524,25.271149674620393,31.019522776572668,2.2234273318872018,13.882863340563992
124785,Maria,Grapini,Progressive Alliance of Socialists and Democrats,SD,547,1136,161,1844,29.663774403470715,91.26898047722342,Romania,28.14533622559653,29.33839479392625,29.663774403470715,21.69197396963124,22.830802603036876,1.0845986984815619,21.908893709327547,25.976138828633406,2.0065075921908893,12.093275488069414
256808,Petras,Gražulis,Europe of Sovereign Nations,ESN,59,80,23,162,36.41975308641975,85.80246913580247,Lithuania,16.666666666666664,17.901234567901234,18.51851851851852,25.925925925925924,25.308641975308642,36.41975308641975,20.37037037037037,16.049382716049383,27.160493827160494,0.0
197549,Markéta,Gregorová,Greens/European Free Alliance,GREEN_EFA,602,1145,97,1844,32.64642082429501,94.73969631236443,Czechia,27.65726681127983,29.229934924078094,29.28416485900217,21.800433839479393,23.481561822125812,1.193058568329718,25.867678958785252,32.64642082429501,1.843817787418655,12.310195227765727
220908,Branko,Grims,European People’s Party,EPP,71,70,21,162,43.82716049382716,87.03703703703704,Slovenia,43.82716049382716,43.20987654320987,43.82716049382716,43.20987654320987,23.456790123456788,17.28395061728395,32.71604938271605,37.03703703703704,27.160493827160494,0.0
94649,Catherine,Griset,Patriots for Europe,PFE,577,1226,41,1844,31.290672451193057,97.77657266811279,France,15.455531453362257,15.184381778741866,15.075921908893708,19.36008676789588,19.63123644251627,3.7960954446854664,15.61822125813449,13.828633405639914,4.934924078091106,26.35574837310195
262021,Hanna,Gronkiewicz-Waltz,European People’s Party,EPP,76,60,14,150,50.66666666666667,90.66666666666666,Poland,50.66666666666667,48.0,47.333333333333336,40.0,21.333333333333336,14.666666666666666,30.0,40.0,24.0,0.0
197780,Bart,Groothuis,Renew Europe,RENEW,588,1146,110,1844,31.887201735357916,94.03470715835141,Netherlands,32.049891540130155,31.887201735357916,30.911062906724514,24.295010845986983,24.132321041214748,1.3015184381778742,21.746203904555315,26.89804772234273,2.0065075921908893,13.394793926247289
256830,Elisabeth,Grossmann,Progressive Alliance of Socialists and Democrats,SD,97,65,0,162,59.876543209876544,100.0,Austria,52.46913580246913,55.55555555555556,59.876543209876544,41.358024691358025,26.543209876543212,14.814814814814813,39.50617283950617,52.46913580246913,26.543209876543212,0.0
197557,Christophe,Grudler,Renew Europe,RENEW,633,1101,110,1844,34.32754880694143,94.03470715835141,France,32.53796095444685,34.32754880694143,34.11062906724512,24.295010845986983,25.054229934924077,1.3015184381778742,24.45770065075922,29.88069414316703,2.2234273318872018,13.177874186550975
197618,Elisabetta,Gualmini,Progressive Alliance of Socialists and Democrats,SD,561,1105,178,1844,30.42299349240781,90.34707158351411,Italy,28.14533622559653,29.826464208242946,30.42299349240781,21.149674620390453,22.99349240780911,1.2472885032537961,22.66811279826464,27.06073752711497,2.2234273318872018,11.496746203904555
257130,Cristina,Guarda,Greens/European Free Alliance,GREEN_EFA,44,36,82,162,27.160493827160494,49.382716049382715,Italy,22.22222222222222,22.839506172839506,22.839506172839506,16.666666666666664,13.580246913580247,6.172839506172839,20.98765432098765,27.160493827160494,11.728395061728394,0.0
197543,Bernard,Guetta,Renew Europe,RENEW,627,1069,148,1844,34.00216919739697,91.97396963123644,France,32.375271149674624,34.00216919739697,33.51409978308026,23.752711496746205,25.433839479392624,1.2472885032537961,24.07809110629067,29.17570498915401,2.0065075921908893,13.394793926247289
256803,Maria,Guzenina,Progressive Alliance of Socialists and Democrats,SD,65,51,46,162,40.123456790123456,71.60493827160494,Finland,34.5679012345679,37.65432098765432,40.123456790123456,29.629629629629626,21.604938271604937,12.962962962962962,26.543209876543212,33.95061728395062,22.22222222222222,0.0
23816,András,Gyürk,Patriots for Europe,PFE,219,911,714,1844,11.876355748373102,61.27982646420824,Hungary,8.893709327548807,8.622559652928416,8.568329718004339,10.086767895878525,11.062906724511931,2.874186550976139,7.483731019522777,7.158351409978309,3.850325379609545,6.236442516268981
96830,Enikő,Győri,Patriots for Europe,PFE,503,1155,186,1844,27.27765726681128,89.91323210412148,Hungary,22.071583514099782,21.69197396963124,21.58351409978308,24.67462039045553,26.46420824295011,2.9826464208242953,18.980477223427332,19.36008676789588,3.9045553145336225,15.997830802603035
28150,Kinga,Gál,Patriots for Europe,PFE,402,1086,356,1844,21.800433839479393,80.6941431670282,Hungary,17.082429501084597,16.75704989154013,16.54013015184382,18.600867678958785,21.0412147505423,2.5488069414316703,14.587852494577005,14.642082429501086,3.5791757049891544,12.472885032537961
197702,Lina,Gálvez,Progressive Alliance of Socialists and Democrats,SD,625,1094,125,1844,33.893709327548805,93.22125813449024,Spain,31.344902386117134,33.18872017353579,33.893709327548805,23.210412147505423,24.837310195227765,1.0845986984815619,24.07809110629067,29.067245119305856,1.8980477223427332,13.06941431670282
256997,Sandra,Gómez López,Progressive Alliance of Socialists and Democrats,SD,82,53,27,162,50.617283950617285,83.33333333333334,Spain,46.2962962962963,47.53086419753087,50.617283950617285,33.33333333333333,19.753086419753085,11.728395061728394,29.01234567901235,41.9753086419753,20.37037037037037,0.0
256985,Michalis,Hadjipantela,European People’s Party,EPP,86,58,18,162,53.086419753086425,88.88888888888889,Cyprus,53.086419753086425,51.23456790123457,51.23456790123457,41.358024691358025,24.074074074074073,15.432098765432098,33.95061728395062,44.44444444444444,25.925925925925924,0.0
197444,Svenja,Hahn,Renew Europe,RENEW,599,1221,24,1844,32.48373101952278,98.69848156182212,Germany,32.9175704989154,32.48373101952278,31.616052060737527,25.542299349240782,24.728850325379607,1.2472885032537961,22.39696312364425,27.928416485900215,2.0065075921908893,14.370932754880695
198176,Roman,Haider,Patriots for Europe,PFE,455,1382,7,1844,24.67462039045553,99.62039045553145,Austria,9.97830802603037,9.815618221258134,10.195227765726681,15.455531453362257,14.533622559652928,3.9587852494577005,11.008676789587852,9.544468546637743,4.1757049891540134,20.498915401301517
197514,Andrzej,Halicki,European People’s Party,EPP,559,1082,203,1844,30.314533622559654,88.99132321041215,Poland,30.314533622559654,29.067245119305856,28.90455531453362,22.99349240780911,22.885032537960953,1.5184381778741864,21.203904555314534,25.976138828633406,2.386117136659436,12.25596529284165
257033,Niels Flemming,Hansen,European People’s Party,EPP,92,61,9,162,56.79012345679012,94.44444444444444,Denmark,56.79012345679012,53.70370370370371,50.617283950617285,41.358024691358025,23.456790123456788,15.432098765432098,32.098765432098766,43.82716049382716,26.543209876543212,0.0
256912,Rima,Hassan,The Left in the European Parliament – GUE/NGL,GUE_NGL,62,51,49,162,38.2716049382716,69.75308641975309,France,18.51851851851852,21.604938271604937,24.691358024691358,20.98765432098765,24.691358024691358,14.814814814814813,38.2716049382716,29.629629629629626,18.51851851851852,0.0
256842,Gerald,Hauser,Patriots for Europe,PFE,69,73,20,162,42.592592592592595,87.65432098765432,Austria,14.19753086419753,16.666666666666664,17.28395061728395,26.543209876543212,32.71604938271605,40.123456790123456,20.98765432098765,16.049382716049383,42.592592592592595,0.0
197646,Mircea-Gheorghe,Hava,European People’s Party,EPP,652,1081,111,1844,35.35791757049891,93.98047722342733,Romania,35.35791757049891,33.6767895878525,33.13449023861171,25.75921908893709,25.16268980477224,1.3557483731019524,22.99349240780911,28.74186550976139,2.331887201735358,13.720173535791758
135511,Valérie,Hayer,Renew Europe,RENEW,639,1135,70,1844,34.6529284164859,96.20390455531454,France,32.700650759219094,34.6529284164859,34.219088937093275,24.023861171366594,25.16268980477224,1.4099783080260302,24.566160520607376,30.314533622559654,2.331887201735358,12.906724511930587
125023,Anja,Hazekamp,The Left in the European Parliament – GUE/NGL,GUE_NGL,404,1155,285,1844,21.908893709327547,84.54446854663775,Netherlands,16.377440347071584,17.62472885032538,17.895878524945772,13.99132321041215,16.48590021691974,0.6507592190889371,21.908893709327547,19.739696312364423,0.9761388286334056,10.357917570498916
197682,Hannes,Heide,Progressive Alliance of Socialists and Democrats,SD,645,1158,41,1844,34.97830802603037,97.77657266811279,Austria,32.48373101952278,34.11062906724512,34.97830802603037,23.698481561822128,25.216919739696316,1.13882863340564,25.650759219088936,31.073752711496745,2.1691973969631237,13.06941431670282
197800,Eero,Heinäluoma,Progressive Alliance of Socialists and Democrats,SD,629,1096,119,1844,34.11062906724512,93.54663774403471,Finland,31.99566160520607,33.78524945770065,34.11062906724512,24.18655097613883,25.271149674620393,1.3557483731019524,24.349240780911064,29.663774403470715,2.386117136659436,12.906724511930587
198073,Anna-Maja,Henriksson,Renew Europe,RENEW,88,57,17,162,54.32098765432099,89.50617283950618,Finland,54.32098765432099,54.32098765432099,50.617283950617285,37.65432098765432,21.604938271604937,12.962962962962962,30.246913580246915,43.82716049382716,22.839506172839506,0.0
197412,Niclas,Herbst,European People’s Party,EPP,614,1126,104,1844,33.29718004338395,94.36008676789588,Germany,33.29718004338395,31.507592190889373,30.694143167028198,24.945770065075923,24.45770065075922,1.193058568329718,21.637744034707158,26.626898047722342,2.1691973969631237,13.774403470715836
22418,Esther,Herranz García,European People’s Party,EPP,88,63,11,162,54.32098765432099,93.20987654320987,Spain,54.32098765432099,50.0,47.53086419753087,40.123456790123456,24.074074074074073,16.049382716049383,30.864197530864196,39.50617283950617,27.160493827160494,0.0
124895,Krzysztof,Hetman,European People’s Party,EPP,284,1050,42,1376,20.63953488372093,96.94767441860465,Poland,20.63953488372093,19.912790697674417,19.84011627906977,16.061046511627907,14.098837209302326,1.8168604651162792,14.970930232558139,18.459302325581394,3.125,6.686046511627906
96780,Monika,Hohlmeier,European People’s Party,EPP,527,1049,268,1844,28.57917570498915,85.46637744034707,Germany,28.57917570498915,27.331887201735356,26.89804772234273,21.203904555314534,20.227765726681127,1.0845986984815619,18.655097613882862,23.373101952277658,2.0065075921908893,10.900216919739696
197770,Martin,Hojsík,Renew Europe,RENEW,598,1072,174,1844,32.4295010845987,90.56399132321042,Slovakia,30.585683297180044,32.4295010845987,32.15835140997831,23.210412147505423,24.45770065075922,1.3015184381778742,23.969631236442517,29.01301518438178,2.1149674620390453,12.25596529284165
197398,Pär,Holmgren,Greens/European Free Alliance,GREEN_EFA,627,1137,80,1844,34.00216919739697,95.66160520607376,Sweden,27.9826464208243,29.55531453362256,29.934924078091107,21.746203904555315,23.698481561822128,1.3557483731019524,26.95227765726681,34.00216919739697,2.1691973969631237,11.171366594360087
122978,Alicia,Homs Ginel,Progressive Alliance of Socialists and Democrats,SD,641,1084,119,1844,34.76138828633405,93.54663774403471,Spain,32.700650759219094,34.219088937093275,34.76138828633405,23.481561822125812,25.16268980477224,0.596529284164859,24.349240780911064,29.826464208242946,1.3557483731019524,13.449023861171366
257065,Sérgio,Humberto,European People’s Party,EPP,94,68,0,162,58.0246913580247,100.0,Portugal,58.0246913580247,58.64197530864198,54.93827160493827,41.358024691358025,23.456790123456788,12.962962962962962,32.71604938271605,47.53086419753087,25.308641975308642,0.0
96752,Martin,Häusling,Greens/European Free Alliance,GREEN_EFA,659,1079,106,1844,35.73752711496746,94.25162689804772,Germany,28.850325379609544,30.80260303687636,31.182212581344903,22.017353579175705,24.45770065075922,1.13882863340564,27.603036876355745,35.73752711496746,1.9522776572668112,11.659436008676789
124715,György,Hölvényi,Patriots for Europe,PFE,401,1000,443,1844,21.746203904555315,75.97613882863341,Hungary,20.498915401301517,19.739696312364423,19.25162689804772,19.414316702819956,20.66160520607375,1.843817787418655,15.780911062906725,17.678958785249456,2.6572668112798263,11.3882863340564
197624,Ivars,Ijabs,Renew Europe,RENEW,602,1108,134,1844,32.64642082429501,92.73318872017353,Latvia,31.887201735357916,32.64642082429501,32.15835140997831,23.04772234273319,24.40347071583514,0.7592190889370932,22.559652928416483,27.765726681127983,1.3557483731019524,13.177874186550975
256918,Céline,Imart,European People’s Party,EPP,69,80,13,162,42.592592592592595,91.9753086419753,France,42.592592592592595,41.9753086419753,41.358024691358025,44.44444444444444,23.456790123456788,14.814814814814813,33.33333333333333,34.5679012345679,26.543209876543212,0.0
197392,Evin,Incir,Progressive Alliance of Socialists and Democrats,SD,606,1169,69,1844,32.86334056399132,96.25813449023862,Sweden,30.911062906724514,32.26681127982646,32.86334056399132,23.806941431670282,24.295010845986983,1.4642082429501084,23.861171366594363,28.41648590021692,2.4945770065075923,12.906724511930587
257144,Paolo,Inselvini,European Conservatives and Reformists,ECR,87,65,10,162,53.70370370370371,93.82716049382715,Italy,37.03703703703704,37.65432098765432,38.2716049382716,53.70370370370371,25.308641975308642,20.98765432098765,29.629629629629626,34.5679012345679,32.71604938271605,0.0
257120,Diana,Iovanovici Şoşoacă,Non-attached Members,NI,37,76,49,162,22.839506172839506,69.75308641975309,Romania,4.938271604938271,5.555555555555555,4.320987654320987,9.25925925925926,22.839506172839506,31.48148148148148,11.728395061728394,6.172839506172839,27.160493827160494,0.0
197516,Patryk,Jaki,European Conservatives and Reformists,ECR,632,1133,79,1844,34.273318872017356,95.71583514099783,Poland,24.45770065075922,23.969631236442517,23.806941431670282,34.273318872017356,23.535791757049893,2.1149674620390453,19.63123644251627,21.908893709327547,3.1995661605206074,17.190889370932755
256992,Hana,Jalloul Muro,Progressive Alliance of Socialists and Democrats,SD,64,49,49,162,39.50617283950617,69.75308641975309,Spain,34.5679012345679,37.65432098765432,39.50617283950617,28.39506172839506,20.98765432098765,13.580246913580247,24.691358024691358,33.95061728395062,20.98765432098765,0.0
189065,France,Jamet,Patriots for Europe,PFE,550,1176,118,1844,29.826464208242946,93.60086767895879,France,14.642082429501086,14.425162689804772,14.316702819956618,18.492407809110627,18.546637744034708,3.7960954446854664,14.642082429501086,13.286334056399133,4.934924078091106,24.891540130151842
197517,Adam,Jarubas,European People’s Party,EPP,524,1118,202,1844,28.41648590021692,89.04555314533621,Poland,28.41648590021692,27.27765726681128,26.626898047722342,21.963123644251628,21.203904555314534,1.2472885032537961,19.739696312364423,24.023861171366594,2.1149674620390453,11.008676789587852
112747,Romana,Jerković,Progressive Alliance of Socialists and Democrats,SD,568,1039,237,1844,30.80260303687636,87.14750542299349,Croatia,28.524945770065074,29.88069414316703,30.80260303687636,21.25813449023861,22.071583514099782,1.2472885032537961,21.529284164859003,26.301518438177872,2.1149674620390453,10.954446854663773
256942,Marc,Jongen,Europe of Sovereign Nations,ESN,72,42,48,162,44.44444444444444,70.37037037037037,Germany,9.25925925925926,9.25925925925926,8.641975308641975,16.666666666666664,26.543209876543212,44.44444444444444,11.728395061728394,6.172839506172839,32.71604938271605,0.0
197627,Virginie,Joron,Patriots for Europe,PFE,572,1221,51,1844,31.019522776572668,97.23427331887203,France,15.509761388286334,15.292841648590022,15.130151843817789,19.088937093275486,19.468546637744037,3.68763557483731,15.672451193058567,13.828633405639914,4.7180043383947945,26.301518438177872
256898,Pierre,Jouvet,Progressive Alliance of Socialists and Democrats,SD,81,64,17,162,50.0,89.50617283950618,France,44.44444444444444,46.913580246913575,50.0,34.5679012345679,24.074074074074073,12.962962962962962,35.80246913580247,44.44444444444444,22.22222222222222,0.0
197447,Irena,Joveva,Renew Europe,RENEW,661,1078,105,1844,35.84598698481562,94.3058568329718,Slovenia,33.893709327548805,35.84598698481562,35.46637744034707,25.108459869848154,26.030368763557483,1.2472885032537961,25.488069414316705,31.182212581344903,2.2234273318872018,13.665943600867678
257031,Dariusz,Joński,European People’s Party,EPP,92,66,4,162,56.79012345679012,97.53086419753086,Poland,56.79012345679012,53.70370370370371,53.086419753086425,43.82716049382716,24.691358024691358,17.28395061728395,33.95061728395062,45.06172839506173,27.160493827160494,0.0
197840,Rasa,Juknevičienė,European People’s Party,EPP,598,1051,195,1844,32.4295010845987,89.42516268980476,Lithuania,32.4295010845987,30.694143167028198,29.934924078091107,23.373101952277658,23.59002169197397,1.13882863340564,20.66160520607375,25.542299349240782,1.8980477223427332,12.960954446854664
257022,Nora,Junco García,European Conservatives and Reformists,ECR,68,73,21,162,41.9753086419753,87.03703703703704,Spain,32.71604938271605,32.71604938271605,32.098765432098766,45.06172839506173,21.604938271604937,20.37037037037037,25.925925925925924,28.39506172839506,27.77777777777778,0.0
256941,Alexander,Jungbluth,Europe of Sovereign Nations,ESN,95,67,0,162,58.64197530864198,100.0,Germany,14.814814814814813,14.19753086419753,14.814814814814813,24.074074074074073,38.88888888888889,58.64197530864198,19.753086419753085,12.962962962962962,43.20987654320987,0.0
257256,Taner,Kabilov,Non-attached Members,NI,48,79,35,162,29.629629629629626,78.39506172839506,Bulgaria,39.50617283950617,40.74074074074074,42.592592592592595,35.80246913580247,21.604938271604937,14.814814814814813,30.246913580246915,37.65432098765432,24.074074074074073,0.0
256908,François,Kalfon,Progressive Alliance of Socialists and Democrats,SD,92,65,5,162,56.79012345679012,96.91358024691358,France,50.617283950617285,53.086419753086425,56.79012345679012,38.88888888888889,26.543209876543212,13.580246913580247,38.2716049382716,49.382716049382715,24.691358024691358,0.0
257007,Erik,Kaliňák,Non-attached Members,NI,58,81,23,162,35.80246913580247,85.80246913580247,Slovakia,19.1358024691358,20.98765432098765,21.604938271604937,23.456790123456788,35.80246913580247,24.691358024691358,22.839506172839506,21.604938271604937,29.01234567901235,0.0
197491,Marina,Kaljurand,Progressive Alliance of Socialists and Democrats,SD,618,1063,163,1844,33.51409978308026,91.16052060737528,Estonia,31.724511930585685,33.29718004338395,33.51409978308026,22.7765726681128,24.023861171366594,0.596529284164859,23.481561822125812,28.796095444685466,1.3557483731019524,12.744034707158352
96934,Sandra,Kalniete,European People’s Party,EPP,576,1012,256,1844,31.23644251626898,86.11713665943601,Latvia,31.23644251626898,30.2060737527115,29.663774403470715,23.210412147505423,22.071583514099782,0.9761388286334056,20.390455531453362,25.542299349240782,1.9522776572668112,11.767895878524946
257056,Mariusz,Kamiński,European Conservatives and Reformists,ECR,89,67,6,162,54.93827160493827,96.29629629629629,Poland,40.74074074074074,41.358024691358025,41.9753086419753,54.93827160493827,28.39506172839506,24.691358024691358,31.48148148148148,37.65432098765432,36.41975308641975,0.0
197839,Radan,Kanev,European People’s Party,EPP,460,1106,278,1844,24.945770065075923,84.9240780911063,Bulgaria,24.945770065075923,24.783080260303688,24.349240780911064,18.655097613882862,19.143167028199567,0.5422993492407809,17.462039045553148,21.58351409978308,1.3557483731019524,11.713665943600867
197469,Assita,Kanko,European Conservatives and Reformists,ECR,469,1221,154,1844,25.433839479392624,91.64859002169197,Belgium,25.433839479392624,24.45770065075922,23.861171366594363,25.433839479392624,21.420824295010846,1.0845986984815619,18.600867678958785,20.824295010845987,1.7895878524945772,14.47939262472885
197401,Karin,Karlsbro,Renew Europe,RENEW,626,1172,46,1844,33.947939262472886,97.5054229934924,Sweden,33.29718004338395,33.947939262472886,33.18872017353579,24.40347071583514,24.5119305856833,1.4099783080260302,23.373101952277658,28.9587852494577,2.0607375271149677,13.123644251626898
256900,Fernand,Kartheiser,European Conservatives and Reformists,ECR,77,85,0,162,47.53086419753087,100.0,Luxembourg,34.5679012345679,33.95061728395062,33.33333333333333,47.53086419753087,29.629629629629626,27.160493827160494,32.71604938271605,28.39506172839506,35.80246913580247,0.0
257013,Ľubica,Karvašová,Renew Europe,RENEW,85,65,12,162,52.46913580246913,92.5925925925926,Slovakia,48.148148148148145,52.46913580246913,52.46913580246913,37.65432098765432,25.925925925925924,16.049382716049383,34.5679012345679,45.06172839506173,25.308641975308642,0.0
191693,Elsi,Katainen,Renew Europe,RENEW,610,1139,95,1844,33.08026030368764,94.84815618221259,Finland,32.48373101952278,33.08026030368764,32.21258134490238,23.806941431670282,23.91540130151844,1.3557483731019524,22.613882863340564,28.036876355748376,2.2234273318872018,12.147505422993492
125068,Emmanouil,Kefalogiannis,European People’s Party,EPP,467,1032,345,1844,25.32537960954447,81.29067245119306,Greece,25.32537960954447,25.542299349240782,25.16268980477224,18.600867678958785,19.143167028199567,1.0845986984815619,17.787418655097614,21.746203904555315,2.0065075921908893,10.412147505422993
197818,Billy,Kelleher,Renew Europe,RENEW,664,1156,24,1844,36.00867678958785,98.69848156182212,Ireland,34.70715835140998,36.00867678958785,35.24945770065076,25.379609544468547,25.92190889370933,1.4099783080260302,25.0,30.531453362255967,2.386117136659436,13.6117136659436
22858,Fabienne,Keller,Renew Europe,RENEW,662,1130,52,1844,35.9002169197397,97.18004338394793,France,33.893709327548805,35.9002169197397,35.46637744034707,24.945770065075923,26.08459869848156,1.4099783080260302,25.216919739696316,31.073752711496745,2.386117136659436,13.503253796095443
96668,Seán,Kelly,European People’s Party,EPP,660,1165,19,1844,35.791757049891544,98.96963123644251,Ireland,35.791757049891544,35.520607375271155,34.924078091106296,25.216919739696316,25.704989154013013,1.193058568329718,24.620390455531453,30.09761388286334,2.2234273318872018,13.557483731019524
249603,Martine,Kemp,European People’s Party,EPP,397,128,52,577,68.80415944540728,90.98786828422877,Luxembourg,68.80415944540728,68.4575389948007,66.89774696707106,49.393414211438476,54.24610051993067,1.9064124783362217,44.54072790294627,54.41941074523397,3.9861351819757362,28.596187175043326
256890,Rudi,Kennes,The Left in the European Parliament – GUE/NGL,GUE_NGL,83,72,7,162,51.23456790123457,95.67901234567901,Belgium,25.925925925925924,29.01234567901235,33.33333333333333,29.01234567901235,32.71604938271605,20.37037037037037,51.23456790123457,37.03703703703704,26.543209876543212,0.0
256957,Mary,Khan,Europe of Sovereign Nations,ESN,87,58,17,162,53.70370370370371,89.50617283950618,Germany,13.580246913580247,13.580246913580247,14.19753086419753,22.22222222222222,35.18518518518518,53.70370370370371,18.51851851851852,11.728395061728394,38.88888888888889,0.0
256831,Sophia,Kircher,European People’s Party,EPP,74,59,29,162,45.67901234567901,82.09876543209876,Austria,45.67901234567901,45.06172839506173,45.06172839506173,39.50617283950617,24.074074074074073,15.432098765432098,29.629629629629626,38.88888888888889,25.925925925925924,0.0
256924,Sarah,Knafo,Europe of Sovereign Nations,ESN,69,78,15,162,42.592592592592595,90.74074074074075,France,20.37037037037037,21.604938271604937,22.839506172839506,31.48148148148148,40.74074074074074,42.592592592592595,24.691358024691358,19.753086419753085,49.382716049382715,0.0
197528,Ondřej,Knotek,Patriots for Europe,PFE,443,1264,137,1844,24.023861171366594,92.5704989154013,Czechia,24.45770065075922,23.644251626898047,23.481561822125812,24.40347071583514,22.559652928416483,2.1149674620390453,20.065075921908893,21.800433839479393,3.2537960954446854,14.859002169197396
257037,Michał,Kobosko,Renew Europe,RENEW,90,64,8,162,55.55555555555556,95.06172839506173,Poland,54.32098765432099,55.55555555555556,53.086419753086425,40.123456790123456,22.839506172839506,12.345679012345679,32.71604938271605,45.67901234567901,24.691358024691358,0.0
197523,Łukasz,Kohut,European People’s Party,EPP,625,1158,61,1844,33.893709327548805,96.69197396963123,Poland,32.700650759219094,33.40563991323211,33.6767895878525,24.837310195227765,24.945770065075923,1.6268980477223427,23.806941431670282,29.28416485900217,2.5488069414316703,13.06941431670282
197406,Arba,Kokalari,European People’s Party,EPP,610,1078,156,1844,33.08026030368764,91.54013015184381,Sweden,33.08026030368764,31.83297180043384,31.344902386117134,26.13882863340564,24.45770065075922,1.193058568329718,22.45119305856833,26.843817787418654,1.8980477223427332,14.696312364425163
256861,Kinga,Kollár,European People’s Party,EPP,47,68,47,162,29.01234567901235,70.98765432098766,Hungary,29.01234567901235,27.77777777777778,27.160493827160494,30.864197530864196,18.51851851851852,14.19753086419753,22.22222222222222,23.456790123456788,20.98765432098765,0.0
220871,Rihards,Kols,European Conservatives and Reformists,ECR,81,76,5,162,50.0,96.91358024691358,Latvia,46.913580246913575,46.2962962962963,47.53086419753087,50.0,24.691358024691358,18.51851851851852,32.71604938271605,41.9753086419753,30.864197530864196,0.0
256846,Ondřej,Kolář,European People’s Party,EPP,81,62,19,162,50.0,88.27160493827161,Czechia,50.0,46.913580246913575,45.06172839506173,33.33333333333333,18.51851851851852,9.25925925925926,26.543209876543212,39.50617283950617,19.1358024691358,0.0
23699,Kateřina,Konečná,Non-attached Members,NI,430,1265,149,1844,23.318872017353577,91.91973969631236,Czechia,15.726681127982648,15.835140997830802,15.88937093275488,18.275488069414315,20.281995661605208,3.1995661605206074,22.125813449023862,17.082429501084597,3.470715835140998,15.347071583514099
197525,Ewa,Kopacz,European People’s Party,EPP,548,1130,166,1844,29.718004338394792,90.99783080260305,Poland,29.718004338394792,28.308026030368765,28.14533622559653,22.45119305856833,22.18004338394794,1.5184381778741864,20.66160520607375,25.216919739696316,2.4403470715835143,11.496746203904555
197699,Elena,Kountoura,The Left in the European Parliament – GUE/NGL,GUE_NGL,390,1137,317,1844,21.149674620390453,82.80911062906723,Greece,19.143167028199567,20.281995661605208,20.553145336225597,15.455531453362257,16.919739696312362,1.4099783080260302,21.149674620390453,20.932754880694144,2.0607375271149677,8.51409978308026
97968,Andrey,Kovatchev,European People’s Party,EPP,631,1144,69,1844,34.219088937093275,96.25813449023862,Bulgaria,34.219088937093275,33.08026030368764,32.75488069414317,25.92190889370933,25.271149674620393,1.4099783080260302,22.885032537960953,28.470715835140997,2.4945770065075923,13.774403470715836
118949,Ondřej,Kovařík,Patriots for Europe,PFE,452,1267,125,1844,24.5119305856833,93.22125813449024,Czechia,25.108459869848154,24.18655097613883,24.07809110629067,24.566160520607376,23.04772234273319,1.735357917570499,20.010845986984815,21.85466377440347,2.4403470715835143,15.780911062906725
