id,first_name,last_name,party,party_code,agreed,dissented,did_not_vote,total_votes,percent_agree_current,percent_show_up,country,European People’s Party percentage,Renew Europe percentage,Progressive Alliance of Socialists and Democrats percentage,European Conservatives and Reformists percentage,Non-attached Members percentage,Europe of Sovereign Nations percentage,The Left in the European Parliament – GUE/NGL percentage,Greens/European Free Alliance percentage,Patriots for Europe percentage,Identity and Democracy percentage
197439,Damian,Boeselager,Greens/European Free Alliance,GREEN_EFA,623,1137,84,1844,33.78524945770065,95.44468546637745,Germany,28.470715835140997,30.42299349240781,30.47722342733189,21.963123644251628,23.427331887201735,1.3015184381778742,26.247288503253795,33.78524945770065,2.0607375271149677,11.550976138828634
197636,Ioan-Rareş,Bogdan,European People’s Party,EPP,332,880,632,1844,18.004338394793926,65.72668112798264,Romania,18.004338394793926,17.02819956616052,16.54013015184382,11.659436008676789,11.767895878524946,0.9761388286334056,10.52060737527115,14.642082429501086,1.8980477223427332,6.399132321041215
257108,Stefano,Bonaccini,Progressive Alliance of Socialists and Democrats,SD,94,57,11,162,58.0246913580247,93.20987654320987,Italy,51.85185185185185,54.93827160493827,58.0246913580247,39.50617283950617,24.691358024691358,13.580246913580247,37.03703703703704,49.382716049382715,25.308641975308642,0.0
256881,Barbara,Bonte,Patriots for Europe,PFE,73,79,10,162,45.06172839506173,93.82716049382715,Belgium,19.753086419753085,24.074074074074073,24.074074074074073,29.01234567901235,37.65432098765432,35.80246913580247,21.604938271604937,20.98765432098765,45.06172839506173,0.0
101039,Paolo,Borchia,Patriots for Europe,PFE,404,1215,225,1844,21.908893709327547,87.79826464208243,Italy,15.02169197396963,15.02169197396963,14.804772234273319,19.36008676789588,15.563991323210413,3.308026030368764,12.472885032537961,12.906724511930587,4.2841648590021695,17.62472885032538
257024,Mireia,Borrás Pabón,Patriots for Europe,PFE,70,84,8,162,43.20987654320987,95.06172839506173,Spain,22.22222222222222,21.604938271604937,19.753086419753085,29.01234567901235,33.95061728395062,33.95061728395062,19.1358024691358,17.901234567901234,43.20987654320987,0.0
257457,Zsuzsanna,Borvendég,Europe of Sovereign Nations,ESN,83,76,3,162,51.23456790123457,98.14814814814815,Hungary,12.962962962962962,15.432098765432098,17.28395061728395,23.456790123456788,41.9753086419753,51.23456790123457,22.22222222222222,16.049382716049383,43.82716049382716,0.0
112748,Biljana,Borzan,Progressive Alliance of Socialists and Democrats,SD,559,1109,176,1844,30.314533622559654,90.45553145336225,Croatia,28.036876355748376,29.50108459869848,30.314533622559654,20.715835140997832,21.908893709327547,1.0845986984815619,21.529284164859003,26.409978308026034,1.9522776572668112,11.876355748373102
256995,Gordan,Bosanac,Greens/European Free Alliance,GREEN_EFA,92,64,6,162,56.79012345679012,96.29629629629629,Croatia,42.592592592592595,46.2962962962963,48.76543209876543,36.41975308641975,27.77777777777778,12.345679012345679,41.9753086419753,56.79012345679012,21.604938271604937,0.0
257020,Stine,Bosse,Renew Europe,RENEW,91,58,13,162,56.17283950617284,91.9753086419753,Denmark,53.70370370370371,56.17283950617284,53.086419753086425,37.03703703703704,23.456790123456788,13.580246913580247,30.864197530864196,45.67901234567901,24.074074074074073,0.0
187917,Marc,Botenga,The Left in the European Parliament – GUE/NGL,GUE_NGL,499,1311,34,1844,27.06073752711497,98.15618221258134,Belgium,15.88937093275488,17.190889370932755,17.895878524945772,14.045553145336227,18.546637744034708,2.1691973969631237,27.06073752711497,20.98698481561822,2.4945770065075923,12.689804772234273
197577,Gilles,Boyer,Renew Europe,RENEW,673,1159,12,1844,36.49674620390456,99.34924078091106,France,34.598698481561826,36.49674620390456,35.9002169197397,25.59652928416486,26.409978308026034,1.4099783080260302,25.650759219088936,31.344902386117134,2.331887201735358,13.882863340563992
124984,Lynn,Boylan,The Left in the European Parliament – GUE/NGL,GUE_NGL,84,72,6,162,51.85185185185185,96.29629629629629,Ireland,28.39506172839506,30.864197530864196,35.18518518518518,29.629629629629626,30.864197530864196,19.753086419753085,51.85185185185185,39.50617283950617,24.074074074074073,0.0
256945,Irmhild,Boßdorf,Europe of Sovereign Nations,ESN,78,51,33,162,48.148148148148145,79.62962962962963,Germany,9.25925925925926,9.876543209876543,11.11111111111111,17.901234567901234,32.098765432098766,48.148148148148145,17.901234567901234,11.11111111111111,35.18518518518518,0.0
256841,Helmut,Brandstätter,Renew Europe,RENEW,81,45,36,162,50.0,77.77777777777779,Austria,47.53086419753087,50.0,46.913580246913575,34.5679012345679,22.22222222222222,12.345679012345679,29.629629629629626,40.123456790123456,20.98765432098765,0.0
256878,Marie-Luce,Brasier-Clain,Patriots for Europe,PFE,92,69,1,162,56.79012345679012,99.38271604938271,France,21.604938271604937,23.456790123456788,23.456790123456788,33.33333333333333,43.82716049382716,43.82716049382716,28.39506172839506,20.98765432098765,56.79012345679012,0.0
257067,Grzegorz,Braun,Non-attached Members,NI,35,83,44,162,21.604938271604937,72.8395061728395,Poland,4.938271604938271,4.938271604938271,6.172839506172839,9.876543209876543,21.604938271604937,27.160493827160494,14.19753086419753,9.25925925925926,18.51851851851852,0.0
251324,Krzysztof,Brejza,European People’s Party,EPP,308,127,98,533,57.78611632270169,81.61350844277673,Poland,57.78611632270169,54.59662288930581,53.65853658536586,46.15384615384615,44.652908067542214,4.878048780487805,36.96060037523452,45.0281425891182,7.5046904315197,20.825515947467167
197470,Saskia,Bricmont,Greens/European Free Alliance,GREEN_EFA,622,1129,93,1844,33.73101952277657,94.95661605206074,Belgium,27.114967462039047,28.9587852494577,29.17570498915401,21.25813449023861,23.427331887201735,0.9761388286334056,26.95227765726681,33.73101952277657,1.6268980477223427,11.496746203904555
204129,Nikolina,Brnjac,European People’s Party,EPP,67,59,36,162,41.358024691358025,77.77777777777779,Croatia,41.358024691358025,41.9753086419753,41.9753086419753,31.48148148148148,20.37037037037037,9.876543209876543,27.77777777777778,37.03703703703704,19.753086419753085,0.0
197501,Joachim Stanisław,Brudziński,European Conservatives and Reformists,ECR,531,1081,232,1844,28.796095444685466,87.41865509761388,Poland,20.824295010845987,20.390455531453362,20.336225596529285,28.796095444685466,19.088937093275486,2.0607375271149677,16.75704989154013,19.03470715835141,2.9826464208242953,13.774403470715836
257064,Anna,Bryłka,Patriots for Europe,PFE,77,68,17,162,47.53086419753087,89.50617283950618,Poland,21.604938271604937,22.22222222222222,22.839506172839506,32.71604938271605,33.95061728395062,35.18518518518518,20.98765432098765,18.51851851851852,47.53086419753087,0.0
128483,Markus,Buchheit,Europe of Sovereign Nations,ESN,407,1248,189,1844,22.071583514099782,89.75054229934925,Germany,8.351409978308027,7.429501084598698,7.483731019522777,13.06941431670282,12.147505422993492,4.934924078091106,9.164859002169196,7.429501084598698,3.7418655097613884,17.136659436008678
257072,Tomasz,Buczek,Patriots for Europe,PFE,88,73,1,162,54.32098765432099,99.38271604938271,Poland,23.456790123456788,24.074074074074073,24.074074074074073,35.80246913580247,40.123456790123456,39.50617283950617,25.308641975308642,19.753086419753085,54.32098765432099,0.0
99878,Waldemar,Buda,European Conservatives and Reformists,ECR,78,66,18,162,48.148148148148145,88.88888888888889,Poland,34.5679012345679,35.80246913580247,36.41975308641975,48.148148148148145,27.160493827160494,25.308641975308642,27.160493827160494,31.48148148148148,36.41975308641975,0.0
125012,Daniel,Buda,European People’s Party,EPP,614,1115,115,1844,33.29718004338395,93.76355748373102,Romania,33.29718004338395,32.21258134490238,31.56182212581345,24.18655097613883,24.18655097613883,1.0845986984815619,22.885032537960953,27.874186550976138,2.1149674620390453,12.852494577006507
257047,Borys,Budka,European People’s Party,EPP,78,60,24,162,48.148148148148145,85.18518518518519,Poland,48.148148148148145,45.06172839506173,45.67901234567901,37.03703703703704,20.98765432098765,14.19753086419753,29.629629629629626,39.50617283950617,21.604938271604937,0.0
257081,Sebastião,Bugalho,European People’s Party,EPP,75,54,33,162,46.2962962962963,79.62962962962963,Portugal,46.2962962962963,44.44444444444444,41.358024691358025,32.098765432098766,19.753086419753085,13.580246913580247,23.456790123456788,34.5679012345679,22.22222222222222,0.0
